# BEGIN cycle heat=3.500V/300ms cool=0.500V/3000ms x10
t_ms,phase,target_v,wiper,vldo_v,isns_v,current_a
664,COOL,0.500,14,0.4936,0.3718,0.1127
674,COOL,0.500,14,0.4979,0.3721,0.1127
684,COOL,0.500,14,0.4943,0.3712,0.1125
694,COOL,0.500,14,0.4955,0.3715,0.1126
704,COOL,0.500,14,0.4955,0.3718,0.1127
714,COOL,0.500,14,0.4967,0.3708,0.1124
724,COOL,0.500,14,0.4961,0.3715,0.1126
735,COOL,0.500,14,0.4961,0.3718,0.1127
744,COOL,0.500,14,0.4955,0.3712,0.1125
754,COOL,0.500,14,0.4949,0.3708,0.1124
764,COOL,0.500,14,0.4949,0.3718,0.1127
774,COOL,0.500,14,0.4973,0.3708,0.1124
784,COOL,0.500,14,0.4967,0.3712,0.1125
794,COOL,0.500,14,0.4973,0.3705,0.1123
804,COOL,0.500,14,0.4955,0.3712,0.1125
814,COOL,0.500,14,0.4930,0.3705,0.1123
824,COOL,0.500,14,0.4979,0.3696,0.1120
834,COOL,0.500,14,0.4943,0.3712,0.1125
844,COOL,0.500,14,0.4973,0.3708,0.1124
854,COOL,0.500,14,0.4949,0.3699,0.1121
864,COOL,0.500,14,0.4936,0.3708,0.1124
874,COOL,0.500,14,0.4979,0.3702,0.1122
884,COOL,0.500,14,0.4943,0.3693,0.1119
894,COOL,0.500,14,0.4955,0.3702,0.1122
905,COOL,0.500,14,0.4955,0.3696,0.1120
914,COOL,0.500,14,0.4979,0.3699,0.1121
924,COOL,0.500,14,0.4961,0.3699,0.1121
934,COOL,0.500,14,0.4961,0.3690,0.1118
944,COOL,0.500,14,0.4967,0.3699,0.1121
954,COOL,0.500,14,0.4949,0.3693,0.1119
964,COOL,0.500,14,0.4949,0.3702,0.1122
974,COOL,0.500,14,0.4967,0.3690,0.1118
984,COOL,0.500,14,0.4973,0.3699,0.1121
994,COOL,0.500,14,0.4973,0.3690,0.1118
1004,COOL,0.500,14,0.4943,0.3696,0.1120
1014,COOL,0.500,14,0.4949,0.3696,0.1120
1024,COOL,0.500,14,0.4961,0.3687,0.1117
1035,COOL,0.500,14,0.4973,0.3696,0.1120
1044,COOL,0.500,14,0.4961,0.3687,0.1117
1054,COOL,0.500,14,0.4955,0.3693,0.1119
1064,COOL,0.500,14,0.4979,0.3693,0.1119
1075,COOL,0.500,14,0.4955,0.3681,0.1115
1084,COOL,0.500,14,0.4973,0.3690,0.1118
1094,COOL,0.500,14,0.4936,0.3693,0.1119
1104,COOL,0.500,14,0.4955,0.3696,0.1120
1114,COOL,0.500,14,0.4967,0.3693,0.1119
1124,COOL,0.500,14,0.4943,0.3693,0.1119
1134,COOL,0.500,14,0.4961,0.3681,0.1115
1144,COOL,0.500,14,0.4967,0.3687,0.1117
1154,COOL,0.500,14,0.4961,0.3681,0.1115
1164,COOL,0.500,14,0.4961,0.3687,0.1117
1174,COOL,0.500,14,0.4949,0.3684,0.1116
1184,COOL,0.500,14,0.4943,0.3672,0.1113
1194,COOL,0.500,14,0.4973,0.3690,0.1118
1205,COOL,0.500,14,0.4936,0.3684,0.1116
1214,COOL,0.500,14,0.4961,0.3687,0.1117
1224,COOL,0.500,14,0.4973,0.3675,0.1114
1234,COOL,0.500,14,0.4955,0.3672,0.1113
1245,COOL,0.500,14,0.4949,0.3681,0.1115
1254,COOL,0.500,14,0.4961,0.3678,0.1115
1264,COOL,0.500,14,0.4955,0.3684,0.1116
1274,COOL,0.500,14,0.4961,0.3687,0.1117
1284,COOL,0.500,14,0.4936,0.3678,0.1115
1294,COOL,0.500,14,0.4967,0.3684,0.1116
1304,COOL,0.500,14,0.4961,0.3675,0.1114
1314,COOL,0.500,14,0.4961,0.3681,0.1115
1324,COOL,0.500,14,0.4973,0.3672,0.1113
1334,COOL,0.500,14,0.4967,0.3681,0.1115
1344,COOL,0.500,14,0.4961,0.3672,0.1113
1354,COOL,0.500,14,0.4973,0.3678,0.1115
1364,COOL,0.500,14,0.4961,0.3669,0.1112
1375,COOL,0.500,14,0.4955,0.3684,0.1116
1384,COOL,0.500,14,0.4979,0.3672,0.1113
1394,COOL,0.500,14,0.4943,0.3687,0.1117
1404,COOL,0.500,14,0.4961,0.3666,0.1111
1414,COOL,0.500,14,0.4961,0.3681,0.1115
1424,COOL,0.500,14,0.4949,0.3681,0.1115
1434,COOL,0.500,14,0.4943,0.3666,0.1111
1444,COOL,0.500,14,0.4949,0.3675,0.1114
1454,COOL,0.500,14,0.4930,0.3675,0.1114
1464,COOL,0.500,14,0.4961,0.3663,0.1110
1474,COOL,0.500,14,0.4967,0.3684,0.1116
1484,COOL,0.500,14,0.4930,0.3666,0.1111
1494,COOL,0.500,14,0.4961,0.3672,0.1113
1504,COOL,0.500,14,0.4949,0.3678,0.1115
1514,COOL,0.500,14,0.4943,0.3666,0.1111
1524,COOL,0.500,14,0.4973,0.3669,0.1112
1534,COOL,0.500,14,0.4955,0.3690,0.1118
1545,COOL,0.500,14,0.4949,0.3663,0.1110
1554,COOL,0.500,14,0.4961,0.3666,0.1111
1564,COOL,0.500,14,0.4943,0.3681,0.1115
1574,COOL,0.500,14,0.4961,0.3663,0.1110
1584,COOL,0.500,14,0.4973,0.3675,0.1114
1594,COOL,0.500,14,0.4979,0.3669,0.1112
1604,COOL,0.500,14,0.4943,0.3678,0.1115
1614,COOL,0.500,14,0.4955,0.3672,0.1113
1624,COOL,0.500,14,0.4961,0.3675,0.1114
1634,COOL,0.500,14,0.4967,0.3672,0.1113
1644,COOL,0.500,14,0.4961,0.3672,0.1113
1654,COOL,0.500,14,0.4949,0.3672,0.1113
1664,COOL,0.500,14,0.4949,0.3678,0.1115
1675,COOL,0.500,14,0.4967,0.3669,0.1112
1684,COOL,0.500,14,0.4943,0.3672,0.1113
1694,COOL,0.500,14,0.4943,0.3663,0.1110
1704,COOL,0.500,14,0.4961,0.3669,0.1112
1715,COOL,0.500,14,0.4949,0.3675,0.1114
1724,COOL,0.500,14,0.4955,0.3678,0.1115
1734,COOL,0.500,14,0.4924,0.3666,0.1111
1744,COOL,0.500,14,0.4973,0.3675,0.1114
1754,COOL,0.500,14,0.4949,0.3678,0.1115
1764,COOL,0.500,14,0.4949,0.3663,0.1110
1774,COOL,0.500,14,0.4949,0.3675,0.1114
1784,COOL,0.500,14,0.4949,0.3672,0.1113
1794,COOL,0.500,14,0.4961,0.3666,0.1111
1804,COOL,0.500,14,0.4936,0.3672,0.1113
1814,COOL,0.500,14,0.4967,0.3672,0.1113
1824,COOL,0.500,14,0.4924,0.3669,0.1112
1834,COOL,0.500,14,0.4967,0.3666,0.1111
1845,COOL,0.500,14,0.4949,0.3678,0.1115
1854,COOL,0.500,14,0.4936,0.3666,0.1111
1864,COOL,0.500,14,0.4943,0.3666,0.1111
1874,COOL,0.500,14,0.4967,0.3672,0.1113
1885,COOL,0.500,14,0.4943,0.3672,0.1113
1894,COOL,0.500,14,0.4943,0.3669,0.1112
1904,COOL,0.500,14,0.4955,0.3672,0.1113
1914,COOL,0.500,14,0.4930,0.3672,0.1113
1924,COOL,0.500,14,0.4967,0.3669,0.1112
1934,COOL,0.500,14,0.4973,0.3666,0.1111
1944,COOL,0.500,14,0.4943,0.3672,0.1113
1954,COOL,0.500,14,0.4936,0.3669,0.1112
1964,COOL,0.500,14,0.4961,0.3669,0.1112
1974,COOL,0.500,14,0.4961,0.3675,0.1114
1984,COOL,0.500,14,0.4949,0.3663,0.1110
1994,COOL,0.500,14,0.4967,0.3663,0.1110
2004,COOL,0.500,14,0.4961,0.3672,0.1113
2015,COOL,0.500,14,0.4967,0.3669,0.1112
2024,COOL,0.500,14,0.4930,0.3666,0.1111
2034,COOL,0.500,14,0.4979,0.3669,0.1112
2044,COOL,0.500,14,0.4936,0.3663,0.1110
2054,COOL,0.500,14,0.4955,0.3653,0.1107
2064,COOL,0.500,14,0.4961,0.3666,0.1111
2074,COOL,0.500,14,0.4949,0.3666,0.1111
2084,COOL,0.500,14,0.4949,0.3653,0.1107
2094,COOL,0.500,14,0.4967,0.3669,0.1112
2104,COOL,0.500,14,0.4979,0.3669,0.1112
2114,COOL,0.500,14,0.4943,0.3666,0.1111
2124,COOL,0.500,14,0.4973,0.3666,0.1111
2134,COOL,0.500,14,0.4943,0.3678,0.1115
2144,COOL,0.500,14,0.4955,0.3663,0.1110
2154,COOL,0.500,14,0.4961,0.3669,0.1112
2164,COOL,0.500,14,0.4961,0.3663,0.1110
2174,COOL,0.500,14,0.4961,0.3666,0.1111
2185,COOL,0.500,14,0.4961,0.3663,0.1110
2194,COOL,0.500,14,0.4967,0.3669,0.1112
2204,COOL,0.500,14,0.4930,0.3666,0.1111
2214,COOL,0.500,14,0.4961,0.3660,0.1109
2224,COOL,0.500,14,0.4967,0.3675,0.1114
2234,COOL,0.500,14,0.4930,0.3660,0.1109
2244,COOL,0.500,14,0.4936,0.3666,0.1111
2254,COOL,0.500,14,0.4967,0.3657,0.1108
2264,COOL,0.500,14,0.4949,0.3663,0.1110
2274,COOL,0.500,14,0.4961,0.3669,0.1112
2284,COOL,0.500,14,0.4955,0.3657,0.1108
2294,COOL,0.500,14,0.4949,0.3660,0.1109
2304,COOL,0.500,14,0.4961,0.3663,0.1110
2315,COOL,0.500,14,0.4979,0.3666,0.1111
2324,COOL,0.500,14,0.4967,0.3660,0.1109
2334,COOL,0.500,14,0.4936,0.3669,0.1112
2344,COOL,0.500,14,0.4930,0.3663,0.1110
2355,COOL,0.500,14,0.4955,0.3663,0.1110
2364,COOL,0.500,14,0.4955,0.3666,0.1111
2374,COOL,0.500,14,0.4949,0.3672,0.1113
2384,COOL,0.500,14,0.4949,0.3660,0.1109
2394,COOL,0.500,14,0.4955,0.3666,0.1111
2404,COOL,0.500,14,0.4979,0.3666,0.1111
2414,COOL,0.500,14,0.4936,0.3669,0.1112
2424,COOL,0.500,14,0.4955,0.3657,0.1108
2434,COOL,0.500,14,0.4955,0.3666,0.1111
2444,COOL,0.500,14,0.4943,0.3669,0.1112
2454,COOL,0.500,14,0.4955,0.3660,0.1109
2464,COOL,0.500,14,0.4967,0.3678,0.1115
2474,COOL,0.500,14,0.4961,0.3660,0.1109
2485,COOL,0.500,14,0.4930,0.3672,0.1113
2494,COOL,0.500,14,0.4955,0.3657,0.1108
2504,COOL,0.500,14,0.4961,0.3663,0.1110
2514,COOL,0.500,14,0.4949,0.3666,0.1111
2525,COOL,0.500,14,0.4967,0.3663,0.1110
2534,COOL,0.500,14,0.4967,0.3666,0.1111
2544,COOL,0.500,14,0.4955,0.3669,0.1112
2554,COOL,0.500,14,0.4955,0.3669,0.1112
2564,COOL,0.500,14,0.4961,0.3660,0.1109
2574,COOL,0.500,14,0.4961,0.3666,0.1111
2584,COOL,0.500,14,0.4949,0.3672,0.1113
2594,COOL,0.500,14,0.4943,0.3660,0.1109
2604,COOL,0.500,14,0.4967,0.3666,0.1111
2614,COOL,0.500,14,0.4949,0.3666,0.1111
2624,COOL,0.500,14,0.4955,0.3663,0.1110
2634,COOL,0.500,14,0.4955,0.3657,0.1108
2644,COOL,0.500,14,0.4967,0.3660,0.1109
2655,COOL,0.500,14,0.4949,0.3669,0.1112
2664,COOL,0.500,14,0.4936,0.3657,0.1108
2674,COOL,0.500,14,0.4961,0.3657,0.1108
2684,COOL,0.500,14,0.4961,0.3666,0.1111
2694,COOL,0.500,14,0.4961,0.3666,0.1111
2704,COOL,0.500,14,0.4943,0.3663,0.1110
2714,COOL,0.500,14,0.4967,0.3663,0.1110
2724,COOL,0.500,14,0.4967,0.3669,0.1112
2734,COOL,0.500,14,0.4949,0.3666,0.1111
2744,COOL,0.500,14,0.4955,0.3660,0.1109
2754,COOL,0.500,14,0.4961,0.3666,0.1111
2764,COOL,0.500,14,0.4967,0.3672,0.1113
2774,COOL,0.500,14,0.4961,0.3666,0.1111
2784,COOL,0.500,14,0.4943,0.3663,0.1110
2794,COOL,0.500,14,0.4973,0.3660,0.1109
2804,COOL,0.500,14,0.4936,0.3669,0.1112
2814,COOL,0.500,14,0.4955,0.3663,0.1110
2825,COOL,0.500,14,0.4967,0.3660,0.1109
2834,COOL,0.500,14,0.4955,0.3660,0.1109
2844,COOL,0.500,14,0.4961,0.3657,0.1108
2854,COOL,0.500,14,0.4949,0.3666,0.1111
2864,COOL,0.500,14,0.4961,0.3663,0.1110
2874,COOL,0.500,14,0.4973,0.3675,0.1114
2884,COOL,0.500,14,0.4967,0.3663,0.1110
2894,COOL,0.500,14,0.4967,0.3657,0.1108
2904,COOL,0.500,14,0.4955,0.3663,0.1110
2914,COOL,0.500,14,0.4949,0.3666,0.1111
2924,COOL,0.500,14,0.4967,0.3660,0.1109
2934,COOL,0.500,14,0.4949,0.3666,0.1111
2944,COOL,0.500,14,0.4943,0.3660,0.1109
2955,COOL,0.500,14,0.4943,0.3663,0.1110
2964,COOL,0.500,14,0.4961,0.3660,0.1109
2974,COOL,0.500,14,0.4967,0.3666,0.1111
2984,COOL,0.500,14,0.4955,0.3669,0.1112
2995,COOL,0.500,14,0.4955,0.3660,0.1109
3004,COOL,0.500,14,0.4973,0.3663,0.1110
3014,COOL,0.500,14,0.4961,0.3663,0.1110
3024,COOL,0.500,14,0.4949,0.3657,0.1108
3034,COOL,0.500,14,0.4949,0.3663,0.1110
3044,COOL,0.500,14,0.4967,0.3657,0.1108
3054,COOL,0.500,14,0.4967,0.3663,0.1110
3064,COOL,0.500,14,0.4949,0.3660,0.1109
3074,COOL,0.500,14,0.4961,0.3657,0.1108
3084,COOL,0.500,14,0.4949,0.3663,0.1110
3094,COOL,0.500,14,0.4961,0.3660,0.1109
3104,COOL,0.500,14,0.4955,0.3663,0.1110
3114,COOL,0.500,14,0.4949,0.3666,0.1111
3125,COOL,0.500,14,0.4973,0.3663,0.1110
3134,COOL,0.500,14,0.4955,0.3678,0.1115
3144,COOL,0.500,14,0.4961,0.3660,0.1109
3154,COOL,0.500,14,0.4961,0.3657,0.1108
3165,COOL,0.500,14,0.4955,0.3669,0.1112
3174,COOL,0.500,14,0.4961,0.3666,0.1111
3184,COOL,0.500,14,0.4936,0.3666,0.1111
3194,COOL,0.500,14,0.4973,0.3657,0.1108
3204,COOL,0.500,14,0.4955,0.3666,0.1111
3214,COOL,0.500,14,0.4955,0.3663,0.1110
3224,COOL,0.500,14,0.4943,0.3653,0.1107
3234,COOL,0.500,14,0.4961,0.3672,0.1113
3244,COOL,0.500,14,0.4955,0.3669,0.1112
3254,COOL,0.500,14,0.4936,0.3666,0.1111
3264,COOL,0.500,14,0.4949,0.3663,0.1110
3274,COOL,0.500,14,0.4973,0.3657,0.1108
3284,COOL,0.500,14,0.4949,0.3666,0.1111
3295,COOL,0.500,14,0.4949,0.3660,0.1109
3304,COOL,0.500,14,0.4973,0.3669,0.1112
3311,HEAT,3.500,96,3.4824,2.5504,0.7728
3320,HEAT,3.500,96,3.4787,2.5525,0.7735
3330,HEAT,3.500,96,3.4842,2.5519,0.7733
3340,HEAT,3.500,96,3.4836,2.5528,0.7736
3350,HEAT,3.500,96,3.4830,2.5553,0.7743
3360,HEAT,3.500,96,3.4824,2.5562,0.7746
3370,HEAT,3.500,96,3.4812,2.5580,0.7752
3381,HEAT,3.500,96,3.4830,2.5590,0.7754
3390,HEAT,3.500,96,3.4848,2.5635,0.7768
3400,HEAT,3.500,96,3.4836,2.5654,0.7774
3410,HEAT,3.500,96,3.4830,2.5712,0.7791
3421,HEAT,3.500,96,3.4824,2.5755,0.7804
3430,HEAT,3.500,96,3.4836,2.5816,0.7823
3440,HEAT,3.500,96,3.4830,2.5892,0.7846
3450,HEAT,3.500,96,3.4812,2.5971,0.7870
3460,HEAT,3.500,96,3.4836,2.6054,0.7895
3470,HEAT,3.500,96,3.4824,2.6146,0.7923
3480,HEAT,3.500,96,3.4836,2.6265,0.7959
3490,HEAT,3.500,96,3.4842,2.6362,0.7989
3500,HEAT,3.500,96,3.4836,2.6478,0.8024
3510,HEAT,3.500,96,3.4873,2.6561,0.8049
3520,HEAT,3.500,96,3.4824,2.6659,0.8078
3530,HEAT,3.500,96,3.4824,2.6760,0.8109
3540,HEAT,3.500,96,3.4818,2.6842,0.8134
3551,HEAT,3.500,96,3.4818,2.6921,0.8158
3560,HEAT,3.500,96,3.4818,2.6989,0.8178
3570,HEAT,3.500,96,3.4812,2.7044,0.8195
3580,HEAT,3.500,96,3.4812,2.7089,0.8209
3590,HEAT,3.500,96,3.4824,2.7120,0.8218
3600,HEAT,3.500,96,3.4830,2.7190,0.8239
3611,COOL,0.500,14,0.5358,0.3919,0.1188
3620,COOL,0.500,14,0.4936,0.3910,0.1185
3630,COOL,0.500,14,0.4936,0.3919,0.1188
3640,COOL,0.500,14,0.4961,0.3922,0.1189
3650,COOL,0.500,14,0.4967,0.3925,0.1189
3660,COOL,0.500,14,0.4961,0.3916,0.1187
3670,COOL,0.500,14,0.4973,0.3907,0.1184
3680,COOL,0.500,14,0.4955,0.3910,0.1185
3690,COOL,0.500,14,0.4961,0.3910,0.1185
3700,COOL,0.500,14,0.4979,0.3904,0.1183
3710,COOL,0.500,14,0.4936,0.3913,0.1186
3721,COOL,0.500,14,0.4924,0.3910,0.1185
3730,COOL,0.500,14,0.4961,0.3913,0.1186
3740,COOL,0.500,14,0.4955,0.3907,0.1184
3750,COOL,0.500,14,0.4985,0.3913,0.1186
3760,COOL,0.500,14,0.4973,0.3907,0.1184
3770,COOL,0.500,14,0.4949,0.3904,0.1183
3780,COOL,0.500,14,0.4936,0.3913,0.1186
3790,COOL,0.500,14,0.4967,0.3910,0.1185
3800,COOL,0.500,14,0.4949,0.3910,0.1185
3810,COOL,0.500,14,0.4973,0.3910,0.1185
3820,COOL,0.500,14,0.4961,0.3895,0.1180
3830,COOL,0.500,14,0.4936,0.3898,0.1181
3840,COOL,0.500,14,0.4967,0.3904,0.1183
3851,COOL,0.500,14,0.4943,0.3901,0.1182
3860,COOL,0.500,14,0.4985,0.3910,0.1185
3870,COOL,0.500,14,0.4967,0.3910,0.1185
3880,COOL,0.500,14,0.4967,0.3907,0.1184
3891,COOL,0.500,14,0.4967,0.3913,0.1186
3900,COOL,0.500,14,0.4949,0.3901,0.1182
3910,COOL,0.500,14,0.4949,0.3904,0.1183
3920,COOL,0.500,14,0.4967,0.3904,0.1183
3930,COOL,0.500,14,0.4961,0.3892,0.1179
3940,COOL,0.500,14,0.4967,0.3901,0.1182
3950,COOL,0.500,14,0.4930,0.3907,0.1184
3960,COOL,0.500,14,0.4961,0.3898,0.1181
3970,COOL,0.500,14,0.4961,0.3895,0.1180
3980,COOL,0.500,14,0.4967,0.3892,0.1179
3990,COOL,0.500,14,0.4961,0.3889,0.1178
4000,COOL,0.500,14,0.4967,0.3901,0.1182
4010,COOL,0.500,14,0.4967,0.3895,0.1180
4021,COOL,0.500,14,0.4967,0.3901,0.1182
4030,COOL,0.500,14,0.4967,0.3895,0.1180
4040,COOL,0.500,14,0.4967,0.3895,0.1180
4050,COOL,0.500,14,0.4943,0.3889,0.1178
4061,COOL,0.500,14,0.4943,0.3886,0.1177
4070,COOL,0.500,14,0.4973,0.3889,0.1178
4080,COOL,0.500,14,0.4955,0.3889,0.1178
4090,COOL,0.500,14,0.4943,0.3883,0.1177
4100,COOL,0.500,14,0.4949,0.3876,0.1175
4110,COOL,0.500,14,0.4955,0.3892,0.1179
4120,COOL,0.500,14,0.4961,0.3895,0.1180
4130,COOL,0.500,14,0.4936,0.3898,0.1181
4140,COOL,0.500,14,0.4955,0.3880,0.1176
4150,COOL,0.500,14,0.4961,0.3886,0.1177
4160,COOL,0.500,14,0.4967,0.3876,0.1175
4170,COOL,0.500,14,0.4961,0.3880,0.1176
4180,COOL,0.500,14,0.4967,0.3873,0.1174
4191,COOL,0.500,14,0.4955,0.3886,0.1177
4200,COOL,0.500,14,0.4955,0.3873,0.1174
4210,COOL,0.500,14,0.4973,0.3889,0.1178
4220,COOL,0.500,14,0.4979,0.3873,0.1174
4230,COOL,0.500,14,0.4973,0.3876,0.1175
4240,COOL,0.500,14,0.4961,0.3876,0.1175
4250,COOL,0.500,14,0.4967,0.3886,0.1177
4260,COOL,0.500,14,0.4967,0.3886,0.1177
4270,COOL,0.500,14,0.4967,0.3883,0.1177
4280,COOL,0.500,14,0.4961,0.3876,0.1175
4290,COOL,0.500,14,0.4936,0.3864,0.1171
4300,COOL,0.500,14,0.4979,0.3867,0.1172
4310,COOL,0.500,14,0.4967,0.3870,0.1173
4320,COOL,0.500,14,0.4955,0.3870,0.1173
4330,COOL,0.500,14,0.4979,0.3870,0.1173
4340,COOL,0.500,14,0.4979,0.3861,0.1170
4350,COOL,0.500,14,0.4961,0.3861,0.1170
4361,COOL,0.500,14,0.4949,0.3864,0.1171
4370,COOL,0.500,14,0.4967,0.3855,0.1168
4380,COOL,0.500,14,0.4955,0.3858,0.1169
4390,COOL,0.500,14,0.4936,0.3864,0.1171
4400,COOL,0.500,14,0.4949,0.3861,0.1170
4410,COOL,0.500,14,0.4930,0.3861,0.1170
4420,COOL,0.500,14,0.4961,0.3861,0.1170
4430,COOL,0.500,14,0.4961,0.3861,0.1170
4440,COOL,0.500,14,0.4967,0.3870,0.1173
4450,COOL,0.500,14,0.4955,0.3858,0.1169
4460,COOL,0.500,14,0.4979,0.3864,0.1171
4470,COOL,0.500,14,0.4973,0.3852,0.1167
4480,COOL,0.500,14,0.4955,0.3855,0.1168
4491,COOL,0.500,14,0.4967,0.3852,0.1167
4500,COOL,0.500,14,0.4943,0.3858,0.1169
4510,COOL,0.500,14,0.4943,0.3855,0.1168
4520,COOL,0.500,14,0.4943,0.3849,0.1166
4531,COOL,0.500,14,0.4961,0.3858,0.1169
4540,COOL,0.500,14,0.4961,0.3855,0.1168
4550,COOL,0.500,14,0.4943,0.3846,0.1165
4560,COOL,0.500,14,0.4967,0.3846,0.1165
4570,COOL,0.500,14,0.4955,0.3855,0.1168
4580,COOL,0.500,14,0.4973,0.3855,0.1168
4590,COOL,0.500,14,0.4943,0.3846,0.1165
4600,COOL,0.500,14,0.4961,0.3849,0.1166
4610,COOL,0.500,14,0.4961,0.3843,0.1165
4620,COOL,0.500,14,0.4943,0.3840,0.1164
4630,COOL,0.500,14,0.4967,0.3843,0.1165
4640,COOL,0.500,14,0.4967,0.3825,0.1159
4650,COOL,0.500,14,0.4949,0.3840,0.1164
4661,COOL,0.500,14,0.4936,0.3834,0.1162
4670,COOL,0.500,14,0.4973,0.3837,0.1163
4680,COOL,0.500,14,0.4955,0.3834,0.1162
4690,COOL,0.500,14,0.4961,0.3837,0.1163
4701,COOL,0.500,14,0.4955,0.3837,0.1163
4710,COOL,0.500,14,0.4967,0.3840,0.1164
4720,COOL,0.500,14,0.4979,0.3825,0.1159
4730,COOL,0.500,14,0.4961,0.3831,0.1161
4740,COOL,0.500,14,0.4943,0.3831,0.1161
4750,COOL,0.500,14,0.4967,0.3834,0.1162
4760,COOL,0.500,14,0.4973,0.3825,0.1159
4770,COOL,0.500,14,0.4967,0.3831,0.1161
4780,COOL,0.500,14,0.4967,0.3828,0.1160
4790,COOL,0.500,14,0.4949,0.3834,0.1162
4800,COOL,0.500,14,0.4973,0.3831,0.1161
4810,COOL,0.500,14,0.4949,0.3828,0.1160
4820,COOL,0.500,14,0.4955,0.3821,0.1158
4831,COOL,0.500,14,0.4961,0.3818,0.1157
4840,COOL,0.500,14,0.4967,0.3834,0.1162
4850,COOL,0.500,14,0.4943,0.3821,0.1158
4860,COOL,0.500,14,0.4943,0.3815,0.1156
4870,COOL,0.500,14,0.4967,0.3815,0.1156
4880,COOL,0.500,14,0.4943,0.3815,0.1156
4890,COOL,0.500,14,0.4949,0.3809,0.1154
4900,COOL,0.500,14,0.4961,0.3828,0.1160
4910,COOL,0.500,14,0.4973,0.3812,0.1155
4920,COOL,0.500,14,0.4955,0.3812,0.1155
4930,COOL,0.500,14,0.4961,0.3815,0.1156
4940,COOL,0.500,14,0.4961,0.3803,0.1152
4950,COOL,0.500,14,0.4967,0.3809,0.1154
