# BEGIN cycle heat=3.500V/300ms cool=0.500V/5000ms x10
t_ms,phase,target_v,wiper,vldo_v,isns_v,current_a
4,HEAT,3.500,96,3.4842,2.5443,0.7710
14,HEAT,3.500,96,3.4812,2.5409,0.7700
24,HEAT,3.500,96,3.4818,2.5400,0.7697
34,HEAT,3.500,96,3.4818,2.5385,0.7692
44,HEAT,3.500,96,3.4812,2.5391,0.7694
54,HEAT,3.500,96,3.4812,2.5367,0.7687
64,HEAT,3.500,96,3.4806,2.5400,0.7697
74,HEAT,3.500,96,3.4800,2.5360,0.7685
84,HEAT,3.500,96,3.4824,2.5376,0.7690
95,HEAT,3.500,96,3.4812,2.5360,0.7685
104,HEAT,3.500,96,3.4812,2.5364,0.7686
114,HEAT,3.500,96,3.4818,2.5391,0.7694
124,HEAT,3.500,96,3.4818,2.5345,0.7680
134,HEAT,3.500,96,3.4812,2.5415,0.7702
144,HEAT,3.500,96,3.4812,2.5394,0.7695
154,HEAT,3.500,96,3.4806,2.5406,0.7699
164,HEAT,3.500,96,3.4812,2.5425,0.7704
174,HEAT,3.500,96,3.4818,2.5425,0.7704
184,HEAT,3.500,96,3.4806,2.5437,0.7708
194,HEAT,3.500,96,3.4824,2.5464,0.7716
204,HEAT,3.500,96,3.4818,2.5477,0.7720
214,HEAT,3.500,96,3.4812,2.5513,0.7731
224,HEAT,3.500,96,3.4793,2.5513,0.7731
234,HEAT,3.500,96,3.4848,2.5614,0.7762
244,HEAT,3.500,96,3.4806,2.5626,0.7766
254,HEAT,3.500,96,3.4824,2.5675,0.7780
265,HEAT,3.500,96,3.4806,2.5748,0.7803
274,HEAT,3.500,96,3.4800,2.5785,0.7814
284,HEAT,3.500,96,3.4806,2.5913,0.7853
294,HEAT,3.500,96,3.4818,2.6008,0.7881
304,HEAT,3.500,96,3.4812,2.6118,0.7915
312,COOL,0.500,14,0.5358,0.3757,0.1139
321,COOL,0.500,14,0.4979,0.3766,0.1141
331,COOL,0.500,14,0.4961,0.3760,0.1140
341,COOL,0.500,14,0.4949,0.3754,0.1138
352,COOL,0.500,14,0.4943,0.3748,0.1136
361,COOL,0.500,14,0.4936,0.3754,0.1138
371,COOL,0.500,14,0.4961,0.3748,0.1136
381,COOL,0.500,14,0.4961,0.3751,0.1137
392,COOL,0.500,14,0.4973,0.3754,0.1138
401,COOL,0.500,14,0.4943,0.3751,0.1137
411,COOL,0.500,14,0.4949,0.3754,0.1138
421,COOL,0.500,14,0.4955,0.3751,0.1137
431,COOL,0.500,14,0.4961,0.3751,0.1137
441,COOL,0.500,14,0.4943,0.3745,0.1135
451,COOL,0.500,14,0.4961,0.3745,0.1135
461,COOL,0.500,14,0.4955,0.3739,0.1133
471,COOL,0.500,14,0.4961,0.3736,0.1132
481,COOL,0.500,14,0.4961,0.3733,0.1131
491,COOL,0.500,14,0.4955,0.3727,0.1129
501,COOL,0.500,14,0.4973,0.3724,0.1128
511,COOL,0.500,14,0.4973,0.3736,0.1132
522,COOL,0.500,14,0.4973,0.3727,0.1129
531,COOL,0.500,14,0.4943,0.3736,0.1132
541,COOL,0.500,14,0.4955,0.3727,0.1129
551,COOL,0.500,14,0.4961,0.3733,0.1131
562,COOL,0.500,14,0.4973,0.3721,0.1127
571,COOL,0.500,14,0.4949,0.3727,0.1129
581,COOL,0.500,14,0.4955,0.3730,0.1130
591,COOL,0.500,14,0.4949,0.3721,0.1127
601,COOL,0.500,14,0.4961,0.3721,0.1127
611,COOL,0.500,14,0.4973,0.3721,0.1127
621,COOL,0.500,14,0.4961,0.3724,0.1128
631,COOL,0.500,14,0.4949,0.3721,0.1127
641,COOL,0.500,14,0.4943,0.3718,0.1127
651,COOL,0.500,14,0.4979,0.3727,0.1129
661,COOL,0.500,14,0.4967,0.3721,0.1127
671,COOL,0.500,14,0.4973,0.3721,0.1127
681,COOL,0.500,14,0.4955,0.3718,0.1127
692,COOL,0.500,14,0.4985,0.3718,0.1127
701,COOL,0.500,14,0.4973,0.3712,0.1125
711,COOL,0.500,14,0.4961,0.3715,0.1126
721,COOL,0.500,14,0.4967,0.3715,0.1126
731,COOL,0.500,14,0.4961,0.3721,0.1127
741,COOL,0.500,14,0.4955,0.3712,0.1125
751,COOL,0.500,14,0.4955,0.3712,0.1125
761,COOL,0.500,14,0.4955,0.3715,0.1126
771,COOL,0.500,14,0.4943,0.3718,0.1127
781,COOL,0.500,14,0.4949,0.3702,0.1122
791,COOL,0.500,14,0.4973,0.3708,0.1124
801,COOL,0.500,14,0.4943,0.3712,0.1125
811,COOL,0.500,14,0.4949,0.3708,0.1124
821,COOL,0.500,14,0.4961,0.3712,0.1125
831,COOL,0.500,14,0.4979,0.3715,0.1126
841,COOL,0.500,14,0.4955,0.3705,0.1123
851,COOL,0.500,14,0.4943,0.3708,0.1124
862,COOL,0.500,14,0.4967,0.3708,0.1124
871,COOL,0.500,14,0.4930,0.3702,0.1122
881,COOL,0.500,14,0.4924,0.3693,0.1119
891,COOL,0.500,14,0.4924,0.3699,0.1121
901,COOL,0.500,14,0.4949,0.3699,0.1121
911,COOL,0.500,14,0.4967,0.3702,0.1122
921,COOL,0.500,14,0.4967,0.3696,0.1120
931,COOL,0.500,14,0.4973,0.3693,0.1119
941,COOL,0.500,14,0.4973,0.3699,0.1121
951,COOL,0.500,14,0.4949,0.3684,0.1116
961,COOL,0.500,14,0.4943,0.3702,0.1122
971,COOL,0.500,14,0.4961,0.3702,0.1122
981,COOL,0.500,14,0.4955,0.3690,0.1118
992,COOL,0.500,14,0.4930,0.3696,0.1120
1001,COOL,0.500,14,0.4949,0.3699,0.1121
1011,COOL,0.500,14,0.4967,0.3693,0.1119
1021,COOL,0.500,14,0.4955,0.3690,0.1118
1032,COOL,0.500,14,0.4973,0.3675,0.1114
1041,COOL,0.500,14,0.4961,0.3675,0.1114
1051,COOL,0.500,14,0.4949,0.3687,0.1117
1061,COOL,0.500,14,0.4936,0.3690,0.1118
1071,COOL,0.500,14,0.4936,0.3696,0.1120
1081,COOL,0.500,14,0.4943,0.3699,0.1121
1091,COOL,0.500,14,0.4955,0.3693,0.1119
1101,COOL,0.500,14,0.4949,0.3678,0.1115
1111,COOL,0.500,14,0.4961,0.3684,0.1116
1121,COOL,0.500,14,0.4967,0.3687,0.1117
1131,COOL,0.500,14,0.4961,0.3678,0.1115
1141,COOL,0.500,14,0.4949,0.3678,0.1115
1151,COOL,0.500,14,0.4949,0.3690,0.1118
1162,COOL,0.500,14,0.4961,0.3678,0.1115
1171,COOL,0.500,14,0.4949,0.3681,0.1115
1181,COOL,0.500,14,0.4961,0.3687,0.1117
1191,COOL,0.500,14,0.4961,0.3678,0.1115
1202,COOL,0.500,14,0.4943,0.3681,0.1115
1211,COOL,0.500,14,0.4949,0.3681,0.1115
1221,COOL,0.500,14,0.4955,0.3681,0.1115
1231,COOL,0.500,14,0.4961,0.3678,0.1115
1241,COOL,0.500,14,0.4961,0.3672,0.1113
1251,COOL,0.500,14,0.4949,0.3672,0.1113
1261,COOL,0.500,14,0.4943,0.3672,0.1113
1271,COOL,0.500,14,0.4936,0.3675,0.1114
1281,COOL,0.500,14,0.4955,0.3672,0.1113
1291,COOL,0.500,14,0.4967,0.3672,0.1113
1301,COOL,0.500,14,0.4967,0.3672,0.1113
1311,COOL,0.500,14,0.4930,0.3669,0.1112
1321,COOL,0.500,14,0.4930,0.3666,0.1111
1332,COOL,0.500,14,0.4936,0.3672,0.1113
1341,COOL,0.500,14,0.4961,0.3672,0.1113
1351,COOL,0.500,14,0.4961,0.3663,0.1110
1361,COOL,0.500,14,0.4967,0.3672,0.1113
1371,COOL,0.500,14,0.4949,0.3675,0.1114
1381,COOL,0.500,14,0.4943,0.3666,0.1111
1391,COOL,0.500,14,0.4967,0.3666,0.1111
1401,COOL,0.500,14,0.4967,0.3660,0.1109
1411,COOL,0.500,14,0.4979,0.3675,0.1114
1421,COOL,0.500,14,0.4949,0.3669,0.1112
1431,COOL,0.500,14,0.4936,0.3663,0.1110
1441,COOL,0.500,14,0.4943,0.3666,0.1111
1451,COOL,0.500,14,0.4949,0.3678,0.1115
1461,COOL,0.500,14,0.4943,0.3669,0.1112
1471,COOL,0.500,14,0.4949,0.3660,0.1109
1481,COOL,0.500,14,0.4955,0.3666,0.1111
1491,COOL,0.500,14,0.4949,0.3663,0.1110
1502,COOL,0.500,14,0.4961,0.3666,0.1111
1511,COOL,0.500,14,0.4949,0.3672,0.1113
1521,COOL,0.500,14,0.4961,0.3660,0.1109
1531,COOL,0.500,14,0.4961,0.3657,0.1108
1541,COOL,0.500,14,0.4930,0.3666,0.1111
1551,COOL,0.500,14,0.4930,0.3678,0.1115
1561,COOL,0.500,14,0.4961,0.3666,0.1111
1571,COOL,0.500,14,0.4955,0.3660,0.1109
1581,COOL,0.500,14,0.4967,0.3666,0.1111
1591,COOL,0.500,14,0.4949,0.3666,0.1111
1601,COOL,0.500,14,0.4955,0.3669,0.1112
1611,COOL,0.500,14,0.4943,0.3663,0.1110
1621,COOL,0.500,14,0.4967,0.3650,0.1106
1632,COOL,0.500,14,0.4961,0.3666,0.1111
1641,COOL,0.500,14,0.4949,0.3657,0.1108
1651,COOL,0.500,14,0.4918,0.3663,0.1110
1661,COOL,0.500,14,0.4955,0.3669,0.1112
1672,COOL,0.500,14,0.4949,0.3669,0.1112
1681,COOL,0.500,14,0.4955,0.3660,0.1109
1691,COOL,0.500,14,0.4930,0.3666,0.1111
1701,COOL,0.500,14,0.4949,0.3666,0.1111
1711,COOL,0.500,14,0.4973,0.3660,0.1109
1721,COOL,0.500,14,0.4955,0.3653,0.1107
1731,COOL,0.500,14,0.4930,0.3666,0.1111
1741,COOL,0.500,14,0.4943,0.3669,0.1112
1751,COOL,0.500,14,0.4955,0.3663,0.1110
1761,COOL,0.500,14,0.4961,0.3653,0.1107
1771,COOL,0.500,14,0.4936,0.3666,0.1111
1781,COOL,0.500,14,0.4955,0.3666,0.1111
1791,COOL,0.500,14,0.4961,0.3660,0.1109
1802,COOL,0.500,14,0.4973,0.3650,0.1106
1811,COOL,0.500,14,0.4949,0.3663,0.1110
1821,COOL,0.500,14,0.4949,0.3669,0.1112
1831,COOL,0.500,14,0.4943,0.3660,0.1109
1842,COOL,0.500,14,0.4967,0.3650,0.1106
1851,COOL,0.500,14,0.4955,0.3660,0.1109
1861,COOL,0.500,14,0.4955,0.3669,0.1112
1871,COOL,0.500,14,0.4955,0.3660,0.1109
1881,COOL,0.500,14,0.4949,0.3660,0.1109
1891,COOL,0.500,14,0.4973,0.3653,0.1107
1901,COOL,0.500,14,0.4943,0.3660,0.1109
1911,COOL,0.500,14,0.4949,0.3660,0.1109
1921,COOL,0.500,14,0.4973,0.3653,0.1107
1931,COOL,0.500,14,0.4961,0.3657,0.1108
1941,COOL,0.500,14,0.4949,0.3657,0.1108
1951,COOL,0.500,14,0.4943,0.3666,0.1111
1961,COOL,0.500,14,0.4967,0.3657,0.1108
1972,COOL,0.500,14,0.4961,0.3660,0.1109
1981,COOL,0.500,14,0.4961,0.3650,0.1106
1991,COOL,0.500,14,0.4943,0.3660,0.1109
2001,COOL,0.500,14,0.4961,0.3663,0.1110
2011,COOL,0.500,14,0.4961,0.3644,0.1104
2021,COOL,0.500,14,0.4955,0.3653,0.1107
2031,COOL,0.500,14,0.4943,0.3663,0.1110
2041,COOL,0.500,14,0.4955,0.3660,0.1109
2051,COOL,0.500,14,0.4961,0.3650,0.1106
2061,COOL,0.500,14,0.4943,0.3657,0.1108
2071,COOL,0.500,14,0.4949,0.3663,0.1110
2081,COOL,0.500,14,0.4973,0.3657,0.1108
2091,COOL,0.500,14,0.4967,0.3657,0.1108
2101,COOL,0.500,14,0.4955,0.3657,0.1108
2111,COOL,0.500,14,0.4961,0.3653,0.1107
2121,COOL,0.500,14,0.4973,0.3647,0.1105
2131,COOL,0.500,14,0.4967,0.3644,0.1104
2142,COOL,0.500,14,0.4949,0.3650,0.1106
2151,COOL,0.500,14,0.4955,0.3663,0.1110
2161,COOL,0.500,14,0.4967,0.3657,0.1108
2171,COOL,0.500,14,0.4955,0.3653,0.1107
2181,COOL,0.500,14,0.4943,0.3669,0.1112
2191,COOL,0.500,14,0.4955,0.3657,0.1108
2201,COOL,0.500,14,0.4973,0.3641,0.1103
2211,COOL,0.500,14,0.4961,0.3641,0.1103
2221,COOL,0.500,14,0.4936,0.3657,0.1108
2231,COOL,0.500,14,0.4967,0.3653,0.1107
2241,COOL,0.500,14,0.4979,0.3660,0.1109
2251,COOL,0.500,14,0.4949,0.3650,0.1106
2261,COOL,0.500,14,0.4936,0.3663,0.1110
2272,COOL,0.500,14,0.4936,0.3663,0.1110
2281,COOL,0.500,14,0.4973,0.3647,0.1105
2291,COOL,0.500,14,0.4949,0.3650,0.1106
2301,COOL,0.500,14,0.4955,0.3653,0.1107
2312,COOL,0.500,14,0.4973,0.3663,0.1110
2321,COOL,0.500,14,0.4949,0.3629,0.1100
2331,COOL,0.500,14,0.4961,0.3650,0.1106
2341,COOL,0.500,14,0.4955,0.3657,0.1108
2351,COOL,0.500,14,0.4973,0.3647,0.1105
2361,COOL,0.500,14,0.4955,0.3653,0.1107
2371,COOL,0.500,14,0.4943,0.3660,0.1109
2381,COOL,0.500,14,0.4949,0.3660,0.1109
2391,COOL,0.500,14,0.4955,0.3647,0.1105
2401,COOL,0.500,14,0.4955,0.3657,0.1108
2411,COOL,0.500,14,0.4943,0.3669,0.1112
2421,COOL,0.500,14,0.4961,0.3644,0.1104
2431,COOL,0.500,14,0.4967,0.3641,0.1103
2442,COOL,0.500,14,0.4961,0.3660,0.1109
2451,COOL,0.500,14,0.4955,0.3647,0.1105
2461,COOL,0.500,14,0.4961,0.3644,0.1104
2471,COOL,0.500,14,0.4967,0.3653,0.1107
2482,COOL,0.500,14,0.4949,0.3653,0.1107
2491,COOL,0.500,14,0.4961,0.3663,0.1110
2501,COOL,0.500,14,0.4955,0.3644,0.1104
2511,COOL,0.500,14,0.4955,0.3653,0.1107
2521,COOL,0.500,14,0.4936,0.3653,0.1107
2531,COOL,0.500,14,0.4967,0.3641,0.1103
2541,COOL,0.500,14,0.4943,0.3657,0.1108
2551,COOL,0.500,14,0.4936,0.3641,0.1103
2561,COOL,0.500,14,0.4936,0.3653,0.1107
2571,COOL,0.500,14,0.4967,0.3644,0.1104
2581,COOL,0.500,14,0.4936,0.3650,0.1106
2591,COOL,0.500,14,0.4949,0.3650,0.1106
2601,COOL,0.500,14,0.4955,0.3650,0.1106
2612,COOL,0.500,14,0.4973,0.3660,0.1109
2621,COOL,0.500,14,0.4949,0.3653,0.1107
2631,COOL,0.500,14,0.4961,0.3644,0.1104
2641,COOL,0.500,14,0.4967,0.3647,0.1105
2651,COOL,0.500,14,0.4961,0.3632,0.1101
2661,COOL,0.500,14,0.4955,0.3650,0.1106
2671,COOL,0.500,14,0.4955,0.3650,0.1106
2681,COOL,0.500,14,0.4955,0.3644,0.1104
2691,COOL,0.500,14,0.4955,0.3650,0.1106
2701,COOL,0.500,14,0.4943,0.3650,0.1106
2711,COOL,0.500,14,0.4943,0.3660,0.1109
2721,COOL,0.500,14,0.4967,0.3647,0.1105
2731,COOL,0.500,14,0.4961,0.3653,0.1107
2741,COOL,0.500,14,0.4961,0.3653,0.1107
2751,COOL,0.500,14,0.4949,0.3657,0.1108
2761,COOL,0.500,14,0.4949,0.3653,0.1107
2771,COOL,0.500,14,0.4961,0.3657,0.1108
2782,COOL,0.500,14,0.4949,0.3653,0.1107
2791,COOL,0.500,14,0.4943,0.3650,0.1106
2801,COOL,0.500,14,0.4949,0.3653,0.1107
2811,COOL,0.500,14,0.4943,0.3650,0.1106
2821,COOL,0.500,14,0.4967,0.3650,0.1106
2831,COOL,0.500,14,0.4936,0.3647,0.1105
2841,COOL,0.500,14,0.4961,0.3650,0.1106
2851,COOL,0.500,14,0.4967,0.3644,0.1104
2861,COOL,0.500,14,0.4943,0.3650,0.1106
2871,COOL,0.500,14,0.4955,0.3653,0.1107
2881,COOL,0.500,14,0.4955,0.3644,0.1104
2891,COOL,0.500,14,0.4961,0.3638,0.1102
2901,COOL,0.500,14,0.4936,0.3647,0.1105
2912,COOL,0.500,14,0.4955,0.3653,0.1107
2921,COOL,0.500,14,0.4955,0.3641,0.1103
2931,COOL,0.500,14,0.4936,0.3644,0.1104
2941,COOL,0.500,14,0.4961,0.3650,0.1106
2952,COOL,0.500,14,0.4967,0.3644,0.1104
2961,COOL,0.500,14,0.4955,0.3657,0.1108
2971,COOL,0.500,14,0.4949,0.3644,0.1104
2981,COOL,0.500,14,0.4967,0.3635,0.1102
2991,COOL,0.500,14,0.4943,0.3650,0.1106
3001,COOL,0.500,14,0.4967,0.3638,0.1102
3011,COOL,0.500,14,0.4961,0.3641,0.1103
3021,COOL,0.500,14,0.4943,0.3650,0.1106
3031,COOL,0.500,14,0.4949,0.3657,0.1108
3041,COOL,0.500,14,0.4973,0.3647,0.1105
3051,COOL,0.500,14,0.4955,0.3641,0.1103
3061,COOL,0.500,14,0.4967,0.3650,0.1106
3071,COOL,0.500,14,0.4979,0.3650,0.1106
3082,COOL,0.500,14,0.4961,0.3638,0.1102
3091,COOL,0.500,14,0.4930,0.3657,0.1108
3101,COOL,0.500,14,0.4979,0.3641,0.1103
3111,COOL,0.500,14,0.4949,0.3650,0.1106
3122,COOL,0.500,14,0.4943,0.3650,0.1106
3131,COOL,0.500,14,0.4955,0.3632,0.1101
3141,COOL,0.500,14,0.4961,0.3644,0.1104
3151,COOL,0.500,14,0.4955,0.3641,0.1103
3161,COOL,0.500,14,0.4949,0.3650,0.1106
3171,COOL,0.500,14,0.4949,0.3650,0.1106
3181,COOL,0.500,14,0.4949,0.3644,0.1104
3191,COOL,0.500,14,0.4955,0.3653,0.1107
3201,COOL,0.500,14,0.4949,0.3653,0.1107
3211,COOL,0.500,14,0.4943,0.3644,0.1104
3221,COOL,0.500,14,0.4936,0.3653,0.1107
3231,COOL,0.500,14,0.4949,0.3647,0.1105
3241,COOL,0.500,14,0.4967,0.3657,0.1108
3252,COOL,0.500,14,0.4961,0.3638,0.1102
3261,COOL,0.500,14,0.4961,0.3647,0.1105
3271,COOL,0.500,14,0.4961,0.3647,0.1105
3281,COOL,0.500,14,0.4961,0.3635,0.1102
3291,COOL,0.500,14,0.4949,0.3644,0.1104
3301,COOL,0.500,14,0.4973,0.3644,0.1104
3311,COOL,0.500,14,0.4967,0.3635,0.1102
3321,COOL,0.500,14,0.4949,0.3650,0.1106
3331,COOL,0.500,14,0.4967,0.3644,0.1104
3341,COOL,0.500,14,0.4961,0.3638,0.1102
3351,COOL,0.500,14,0.4943,0.3653,0.1107
3361,COOL,0.500,14,0.4949,0.3647,0.1105
3371,COOL,0.500,14,0.4955,0.3644,0.1104
3381,COOL,0.500,14,0.4949,0.3653,0.1107
3391,COOL,0.500,14,0.4967,0.3641,0.1103
3401,COOL,0.500,14,0.4961,0.3644,0.1104
3411,COOL,0.500,14,0.4949,0.3644,0.1104
3422,COOL,0.500,14,0.4961,0.3644,0.1104
3431,COOL,0.500,14,0.4936,0.3641,0.1103
3441,COOL,0.500,14,0.4955,0.3641,0.1103
3451,COOL,0.500,14,0.4943,0.3647,0.1105
3461,COOL,0.500,14,0.4949,0.3641,0.1103
3471,COOL,0.500,14,0.4943,0.3647,0.1105
3481,COOL,0.500,14,0.4943,0.3644,0.1104
3491,COOL,0.500,14,0.4936,0.3647,0.1105
3501,COOL,0.500,14,0.4949,0.3660,0.1109
3511,COOL,0.500,14,0.4967,0.3635,0.1102
3521,COOL,0.500,14,0.4967,0.3632,0.1101
3531,COOL,0.500,14,0.4949,0.3647,0.1105
3541,COOL,0.500,14,0.4967,0.3638,0.1102
3552,COOL,0.500,14,0.4936,0.3647,0.1105
3561,COOL,0.500,14,0.4967,0.3650,0.1106
3571,COOL,0.500,14,0.4967,0.3641,0.1103
3581,COOL,0.500,14,0.4943,0.3657,0.1108
3592,COOL,0.500,14,0.4949,0.3641,0.1103
3601,COOL,0.500,14,0.4979,0.3650,0.1106
3611,COOL,0.500,14,0.4949,0.3644,0.1104
3621,COOL,0.500,14,0.4943,0.3653,0.1107
3631,COOL,0.500,14,0.4949,0.3641,0.1103
3641,COOL,0.500,14,0.4949,0.3644,0.1104
3651,COOL,0.500,14,0.4955,0.3644,0.1104
3661,COOL,0.500,14,0.4949,0.3644,0.1104
3671,COOL,0.500,14,0.4961,0.3635,0.1102
3681,COOL,0.500,14,0.4949,0.3644,0.1104
3691,COOL,0.500,14,0.4961,0.3632,0.1101
3701,COOL,0.500,14,0.4967,0.3635,0.1102
3711,COOL,0.500,14,0.4961,0.3647,0.1105
3722,COOL,0.500,14,0.4967,0.3632,0.1101
3731,COOL,0.500,14,0.4961,0.3644,0.1104
3741,COOL,0.500,14,0.4936,0.3641,0.1103
3751,COOL,0.500,14,0.4961,0.3644,0.1104
3762,COOL,0.500,14,0.4961,0.3644,0.1104
3771,COOL,0.500,14,0.4943,0.3641,0.1103
3781,COOL,0.500,14,0.4961,0.3641,0.1103
3791,COOL,0.500,14,0.4943,0.3647,0.1105
3801,COOL,0.500,14,0.4955,0.3653,0.1107
3811,COOL,0.500,14,0.4979,0.3635,0.1102
3821,COOL,0.500,14,0.4936,0.3641,0.1103
3831,COOL,0.500,14,0.4973,0.3641,0.1103
3841,COOL,0.500,14,0.4967,0.3629,0.1100
3851,COOL,0.500,14,0.4930,0.3644,0.1104
3861,COOL,0.500,14,0.4961,0.3641,0.1103
3871,COOL,0.500,14,0.4943,0.3638,0.1102
3881,COOL,0.500,14,0.4961,0.3647,0.1105
3892,COOL,0.500,14,0.4973,0.3635,0.1102
3901,COOL,0.500,14,0.4943,0.3635,0.1102
3911,COOL,0.500,14,0.4961,0.3660,0.1109
3921,COOL,0.500,14,0.4949,0.3650,0.1106
3931,COOL,0.500,14,0.4961,0.3641,0.1103
3941,COOL,0.500,14,0.4961,0.3647,0.1105
3951,COOL,0.500,14,0.4943,0.3644,0.1104
3961,COOL,0.500,14,0.4943,0.3638,0.1102
3971,COOL,0.500,14,0.4949,0.3644,0.1104
3981,COOL,0.500,14,0.4955,0.3641,0.1103
3991,COOL,0.500,14,0.4943,0.3638,0.1102
4001,COOL,0.500,14,0.4949,0.3641,0.1103
4011,COOL,0.500,14,0.4955,0.3650,0.1106
4021,COOL,0.500,14,0.4930,0.3644,0.1104
4031,COOL,0.500,14,0.4949,0.3647,0.1105
4041,COOL,0.500,14,0.4955,0.3644,0.1104
4051,COOL,0.500,14,0.4943,0.3632,0.1101
4062,COOL,0.500,14,0.4943,0.3638,0.1102
4071,COOL,0.500,14,0.4943,0.3635,0.1102
4081,COOL,0.500,14,0.4955,0.3638,0.1102
4091,COOL,0.500,14,0.4961,0.3641,0.1103
4101,COOL,0.500,14,0.4967,0.3638,0.1102
4111,COOL,0.500,14,0.4955,0.3647,0.1105
4121,COOL,0.500,14,0.4955,0.3641,0.1103
4131,COOL,0.500,14,0.4961,0.3632,0.1101
4141,COOL,0.500,14,0.4930,0.3650,0.1106
4151,COOL,0.500,14,0.4961,0.3638,0.1102
4161,COOL,0.500,14,0.4967,0.3638,0.1102
4171,COOL,0.500,14,0.4961,0.3632,0.1101
4181,COOL,0.500,14,0.4961,0.3641,0.1103
4192,COOL,0.500,14,0.4924,0.3647,0.1105
4201,COOL,0.500,14,0.4979,0.3638,0.1102
4211,COOL,0.500,14,0.4943,0.3635,0.1102
4221,COOL,0.500,14,0.4949,0.3638,0.1102
4232,COOL,0.500,14,0.4985,0.3638,0.1102
4241,COOL,0.500,14,0.4943,0.3653,0.1107
4251,COOL,0.500,14,0.4949,0.3644,0.1104
4261,COOL,0.500,14,0.4949,0.3644,0.1104
4271,COOL,0.500,14,0.4955,0.3644,0.1104
4281,COOL,0.500,14,0.4961,0.3644,0.1104
4291,COOL,0.500,14,0.4930,0.3638,0.1102
4301,COOL,0.500,14,0.4955,0.3644,0.1104
4311,COOL,0.500,14,0.4961,0.3635,0.1102
4321,COOL,0.500,14,0.4943,0.3644,0.1104
4331,COOL,0.500,14,0.4955,0.3647,0.1105
4341,COOL,0.500,14,0.4949,0.3644,0.1104
4351,COOL,0.500,14,0.4949,0.3638,0.1102
4362,COOL,0.500,14,0.4949,0.3647,0.1105
4371,COOL,0.500,14,0.4961,0.3632,0.1101
4381,COOL,0.500,14,0.4936,0.3641,0.1103
4391,COOL,0.500,14,0.4949,0.3644,0.1104
4402,COOL,0.500,14,0.4961,0.3635,0.1102
4411,COOL,0.500,14,0.4930,0.3635,0.1102
4421,COOL,0.500,14,0.4955,0.3632,0.1101
4431,COOL,0.500,14,0.4955,0.3635,0.1102
4441,COOL,0.500,14,0.4936,0.3653,0.1107
4451,COOL,0.500,14,0.4955,0.3632,0.1101
4461,COOL,0.500,14,0.4949,0.3632,0.1101
4471,COOL,0.500,14,0.4955,0.3638,0.1102
4481,COOL,0.500,14,0.4961,0.3632,0.1101
4491,COOL,0.500,14,0.4936,0.3647,0.1105
4501,COOL,0.500,14,0.4961,0.3629,0.1100
4511,COOL,0.500,14,0.4949,0.3647,0.1105
4521,COOL,0.500,14,0.4943,0.3638,0.1102
4532,COOL,0.500,14,0.4955,0.3647,0.1105
4541,COOL,0.500,14,0.4943,0.3650,0.1106
4551,COOL,0.500,14,0.4961,0.3650,0.1106
4561,COOL,0.500,14,0.4967,0.3635,0.1102
4571,COOL,0.500,14,0.4936,0.3629,0.1100
4581,COOL,0.500,14,0.4973,0.3638,0.1102
4591,COOL,0.500,14,0.4924,0.3638,0.1102
4601,COOL,0.500,14,0.4936,0.3644,0.1104
4611,COOL,0.500,14,0.4973,0.3635,0.1102
4621,COOL,0.500,14,0.4955,0.3638,0.1102
4631,COOL,0.500,14,0.4924,0.3644,0.1104
4641,COOL,0.500,14,0.4949,0.3641,0.1103
4651,COOL,0.500,14,0.4955,0.3632,0.1101
4661,COOL,0.500,14,0.4949,0.3635,0.1102
4671,COOL,0.500,14,0.4943,0.3641,0.1103
4681,COOL,0.500,14,0.4955,0.3641,0.1103
4691,COOL,0.500,14,0.4955,0.3647,0.1105
4702,COOL,0.500,14,0.4955,0.3638,0.1102
4711,COOL,0.500,14,0.4949,0.3638,0.1102
4721,COOL,0.500,14,0.4955,0.3638,0.1102
4731,COOL,0.500,14,0.4961,0.3644,0.1104
4741,COOL,0.500,14,0.4930,0.3641,0.1103
4751,COOL,0.500,14,0.4955,0.3638,0.1102
4761,COOL,0.500,14,0.4955,0.3641,0.1103
4771,COOL,0.500,14,0.4955,0.3632,0.1101
4781,COOL,0.500,14,0.4955,0.3641,0.1103
4791,COOL,0.500,14,0.4949,0.3638,0.1102
4801,COOL,0.500,14,0.4973,0.3635,0.1102
4811,COOL,0.500,14,0.4955,0.3638,0.1102
4821,COOL,0.500,14,0.4973,0.3632,0.1101
4832,COOL,0.500,14,0.4955,0.3638,0.1102
4841,COOL,0.500,14,0.4943,0.3644,0.1104
4851,COOL,0.500,14,0.4973,0.3638,0.1102
4861,COOL,0.500,14,0.4936,0.3638,0.1102
4872,COOL,0.500,14,0.4955,0.3632,0.1101
4881,COOL,0.500,14,0.4949,0.3653,0.1107
4891,COOL,0.500,14,0.4936,0.3638,0.1102
4901,COOL,0.500,14,0.4961,0.3644,0.1104
4911,COOL,0.500,14,0.4973,0.3635,0.1102
4921,COOL,0.500,14,0.4961,0.3638,0.1102
4931,COOL,0.500,14,0.4967,0.3635,0.1102
4941,COOL,0.500,14,0.4949,0.3638,0.1102
4951,COOL,0.500,14,0.4930,0.3641,0.1103
4961,COOL,0.500,14,0.4949,0.3641,0.1103
4971,COOL,0.500,14,0.4955,0.3635,0.1102
4981,COOL,0.500,14,0.4943,0.3644,0.1104
4991,COOL,0.500,14,0.4979,0.3638,0.1102
