# BEGIN cycle heat=3.500V/100ms cool=0.500V/3000ms x10
t_ms,phase,target_v,wiper,vldo_v,isns_v,current_a
1640,COOL,0.500,14,0.4979,0.3672,0.1113
1650,COOL,0.500,14,0.4979,0.3681,0.1115
1660,COOL,0.500,14,0.4979,0.3684,0.1116
1670,COOL,0.500,14,0.4985,0.3681,0.1115
1680,COOL,0.500,14,0.4985,0.3678,0.1115
1690,COOL,0.500,14,0.4979,0.3675,0.1114
1700,COOL,0.500,14,0.4985,0.3684,0.1116
1710,COOL,0.500,14,0.4998,0.3687,0.1117
1720,COOL,0.500,14,0.4979,0.3681,0.1115
1730,COOL,0.500,14,0.4985,0.3687,0.1117
1740,COOL,0.500,14,0.4985,0.3687,0.1117
1750,COOL,0.500,14,0.4979,0.3678,0.1115
1760,COOL,0.500,14,0.4985,0.3681,0.1115
1770,COOL,0.500,14,0.4985,0.3687,0.1117
1780,COOL,0.500,14,0.4979,0.3681,0.1115
1790,COOL,0.500,14,0.4973,0.3684,0.1116
1801,COOL,0.500,14,0.4979,0.3693,0.1119
1810,COOL,0.500,14,0.4985,0.3687,0.1117
1820,COOL,0.500,14,0.4979,0.3678,0.1115
1830,COOL,0.500,14,0.4985,0.3675,0.1114
1840,COOL,0.500,14,0.4967,0.3681,0.1115
1850,COOL,0.500,14,0.4985,0.3693,0.1119
1860,COOL,0.500,14,0.4985,0.3678,0.1115
1870,COOL,0.500,14,0.4985,0.3687,0.1117
1880,COOL,0.500,14,0.4985,0.3678,0.1115
1890,COOL,0.500,14,0.4979,0.3687,0.1117
1900,COOL,0.500,14,0.4985,0.3687,0.1117
1910,COOL,0.500,14,0.4979,0.3672,0.1113
1920,COOL,0.500,14,0.4998,0.3672,0.1113
1931,COOL,0.500,14,0.4973,0.3678,0.1115
1940,COOL,0.500,14,0.4973,0.3687,0.1117
1950,COOL,0.500,14,0.4985,0.3681,0.1115
1960,COOL,0.500,14,0.4979,0.3681,0.1115
1971,COOL,0.500,14,0.4973,0.3678,0.1115
1980,COOL,0.500,14,0.4973,0.3678,0.1115
1990,COOL,0.500,14,0.4985,0.3684,0.1116
2000,COOL,0.500,14,0.4967,0.3678,0.1115
2010,COOL,0.500,14,0.4967,0.3669,0.1112
2020,COOL,0.500,14,0.4985,0.3678,0.1115
2030,COOL,0.500,14,0.4973,0.3681,0.1115
2040,COOL,0.500,14,0.4973,0.3675,0.1114
2050,COOL,0.500,14,0.4985,0.3684,0.1116
2060,COOL,0.500,14,0.4985,0.3684,0.1116
2070,COOL,0.500,14,0.4973,0.3675,0.1114
2080,COOL,0.500,14,0.4985,0.3684,0.1116
2090,COOL,0.500,14,0.4979,0.3678,0.1115
2101,COOL,0.500,14,0.4985,0.3675,0.1114
2110,COOL,0.500,14,0.4985,0.3681,0.1115
2120,COOL,0.500,14,0.4985,0.3672,0.1113
2130,COOL,0.500,14,0.4973,0.3669,0.1112
2141,COOL,0.500,14,0.4973,0.3687,0.1117
2150,COOL,0.500,14,0.4967,0.3678,0.1115
2160,COOL,0.500,14,0.4979,0.3678,0.1115
2170,COOL,0.500,14,0.4991,0.3690,0.1118
2180,COOL,0.500,14,0.4985,0.3684,0.1116
2190,COOL,0.500,14,0.4979,0.3675,0.1114
2200,COOL,0.500,14,0.4985,0.3681,0.1115
2210,COOL,0.500,14,0.4985,0.3684,0.1116
2220,COOL,0.500,14,0.4991,0.3687,0.1117
2230,COOL,0.500,14,0.4979,0.3678,0.1115
2240,COOL,0.500,14,0.4979,0.3675,0.1114
2250,COOL,0.500,14,0.4979,0.3672,0.1113
2260,COOL,0.500,14,0.4979,0.3666,0.1111
2271,COOL,0.500,14,0.4973,0.3687,0.1117
2280,COOL,0.500,14,0.4985,0.3669,0.1112
2290,COOL,0.500,14,0.4991,0.3675,0.1114
2300,COOL,0.500,14,0.4985,0.3687,0.1117
2310,COOL,0.500,14,0.4979,0.3678,0.1115
2320,COOL,0.500,14,0.4991,0.3678,0.1115
2330,COOL,0.500,14,0.4973,0.3693,0.1119
2340,COOL,0.500,14,0.4979,0.3678,0.1115
2350,COOL,0.500,14,0.4979,0.3693,0.1119
2360,COOL,0.500,14,0.4979,0.3681,0.1115
2370,COOL,0.500,14,0.4973,0.3681,0.1115
2380,COOL,0.500,14,0.4985,0.3684,0.1116
2390,COOL,0.500,14,0.4979,0.3681,0.1115
2400,COOL,0.500,14,0.4979,0.3669,0.1112
2410,COOL,0.500,14,0.4985,0.3675,0.1114
2420,COOL,0.500,14,0.4991,0.3687,0.1117
2430,COOL,0.500,14,0.4985,0.3678,0.1115
2441,COOL,0.500,14,0.4973,0.3678,0.1115
2450,COOL,0.500,14,0.4979,0.3678,0.1115
2460,COOL,0.500,14,0.4973,0.3675,0.1114
2470,COOL,0.500,14,0.4979,0.3687,0.1117
2480,COOL,0.500,14,0.4979,0.3675,0.1114
2490,COOL,0.500,14,0.4967,0.3672,0.1113
2500,COOL,0.500,14,0.4985,0.3675,0.1114
2510,COOL,0.500,14,0.4985,0.3675,0.1114
2520,COOL,0.500,14,0.4973,0.3675,0.1114
2530,COOL,0.500,14,0.4985,0.3678,0.1115
2540,COOL,0.500,14,0.4967,0.3681,0.1115
2550,COOL,0.500,14,0.4985,0.3675,0.1114
2560,COOL,0.500,14,0.4985,0.3675,0.1114
2571,COOL,0.500,14,0.4967,0.3681,0.1115
2580,COOL,0.500,14,0.4979,0.3672,0.1113
2590,COOL,0.500,14,0.4979,0.3687,0.1117
2600,COOL,0.500,14,0.4973,0.3681,0.1115
2611,COOL,0.500,14,0.4985,0.3678,0.1115
2620,COOL,0.500,14,0.4979,0.3687,0.1117
2630,COOL,0.500,14,0.4973,0.3678,0.1115
2640,COOL,0.500,14,0.4979,0.3678,0.1115
2650,COOL,0.500,14,0.4985,0.3681,0.1115
2660,COOL,0.500,14,0.4973,0.3669,0.1112
2670,COOL,0.500,14,0.4979,0.3672,0.1113
2680,COOL,0.500,14,0.4985,0.3681,0.1115
2690,COOL,0.500,14,0.4979,0.3675,0.1114
2700,COOL,0.500,14,0.4979,0.3678,0.1115
2710,COOL,0.500,14,0.4979,0.3684,0.1116
2720,COOL,0.500,14,0.4979,0.3672,0.1113
2730,COOL,0.500,14,0.4979,0.3678,0.1115
2741,COOL,0.500,14,0.4985,0.3684,0.1116
2750,COOL,0.500,14,0.4979,0.3672,0.1113
2760,COOL,0.500,14,0.4991,0.3684,0.1116
2770,COOL,0.500,14,0.4973,0.3684,0.1116
2781,COOL,0.500,14,0.4979,0.3681,0.1115
2790,COOL,0.500,14,0.4979,0.3687,0.1117
2800,COOL,0.500,14,0.4985,0.3681,0.1115
2810,COOL,0.500,14,0.4985,0.3684,0.1116
2820,COOL,0.500,14,0.4979,0.3681,0.1115
2830,COOL,0.500,14,0.4979,0.3693,0.1119
2840,COOL,0.500,14,0.4985,0.3678,0.1115
2850,COOL,0.500,14,0.4991,0.3678,0.1115
2860,COOL,0.500,14,0.4973,0.3666,0.1111
2870,COOL,0.500,14,0.4973,0.3681,0.1115
2880,COOL,0.500,14,0.4973,0.3669,0.1112
2890,COOL,0.500,14,0.4985,0.3675,0.1114
2900,COOL,0.500,14,0.4979,0.3678,0.1115
2911,COOL,0.500,14,0.4985,0.3678,0.1115
2920,COOL,0.500,14,0.4973,0.3681,0.1115
2930,COOL,0.500,14,0.4979,0.3672,0.1113
2940,COOL,0.500,14,0.4985,0.3669,0.1112
2950,COOL,0.500,14,0.4973,0.3675,0.1114
2960,COOL,0.500,14,0.4973,0.3672,0.1113
2970,COOL,0.500,14,0.4985,0.3681,0.1115
2980,COOL,0.500,14,0.4973,0.3681,0.1115
2990,COOL,0.500,14,0.4979,0.3666,0.1111
3000,COOL,0.500,14,0.4979,0.3690,0.1118
3010,COOL,0.500,14,0.4979,0.3684,0.1116
3020,COOL,0.500,14,0.4973,0.3675,0.1114
3030,COOL,0.500,14,0.4991,0.3696,0.1120
3040,COOL,0.500,14,0.4967,0.3678,0.1115
3050,COOL,0.500,14,0.4979,0.3678,0.1115
3060,COOL,0.500,14,0.4985,0.3699,0.1121
3070,COOL,0.500,14,0.4985,0.3687,0.1117
3081,COOL,0.500,14,0.4998,0.3675,0.1114
3090,COOL,0.500,14,0.5004,0.3693,0.1119
3100,COOL,0.500,14,0.4985,0.3684,0.1116
3110,COOL,0.500,14,0.4991,0.3681,0.1115
3117,HEAT,3.500,96,3.5026,2.5635,0.7768
3126,HEAT,3.500,96,3.5020,2.5641,0.7770
3136,HEAT,3.500,96,3.5026,2.5645,0.7771
3146,HEAT,3.500,96,3.5020,2.5638,0.7769
3156,HEAT,3.500,96,3.5032,2.5641,0.7770
3167,HEAT,3.500,96,3.5044,2.5657,0.7775
3176,HEAT,3.500,96,3.5007,2.5660,0.7776
3186,HEAT,3.500,96,3.5007,2.5678,0.7781
3196,HEAT,3.500,96,3.5001,2.5690,0.7785
3206,HEAT,3.500,96,3.5013,2.5693,0.7786
3216,HEAT,3.500,96,3.5032,2.5712,0.7791
3223,COOL,0.500,14,0.5456,0.3708,0.1124
3232,COOL,0.500,14,0.4991,0.3705,0.1123
3242,COOL,0.500,14,0.4985,0.3705,0.1123
3253,COOL,0.500,14,0.4973,0.3687,0.1117
3262,COOL,0.500,14,0.4979,0.3696,0.1120
3272,COOL,0.500,14,0.4979,0.3693,0.1119
3282,COOL,0.500,14,0.4979,0.3696,0.1120
3293,COOL,0.500,14,0.4991,0.3690,0.1118
3302,COOL,0.500,14,0.4973,0.3687,0.1117
3312,COOL,0.500,14,0.4985,0.3696,0.1120
3322,COOL,0.500,14,0.4979,0.3675,0.1114
3332,COOL,0.500,14,0.4985,0.3696,0.1120
3342,COOL,0.500,14,0.4985,0.3702,0.1122
3352,COOL,0.500,14,0.4985,0.3681,0.1115
3362,COOL,0.500,14,0.4979,0.3687,0.1117
3372,COOL,0.500,14,0.4979,0.3687,0.1117
3382,COOL,0.500,14,0.4979,0.3699,0.1121
3392,COOL,0.500,14,0.4973,0.3693,0.1119
3402,COOL,0.500,14,0.4979,0.3687,0.1117
3412,COOL,0.500,14,0.4985,0.3690,0.1118
3423,COOL,0.500,14,0.4985,0.3690,0.1118
3432,COOL,0.500,14,0.4985,0.3687,0.1117
3442,COOL,0.500,14,0.4985,0.3696,0.1120
3452,COOL,0.500,14,0.4985,0.3693,0.1119
3462,COOL,0.500,14,0.4985,0.3699,0.1121
3472,COOL,0.500,14,0.4979,0.3684,0.1116
3482,COOL,0.500,14,0.4998,0.3696,0.1120
3492,COOL,0.500,14,0.4985,0.3693,0.1119
3502,COOL,0.500,14,0.4979,0.3702,0.1122
3512,COOL,0.500,14,0.4991,0.3702,0.1122
3522,COOL,0.500,14,0.4967,0.3690,0.1118
3532,COOL,0.500,14,0.4985,0.3684,0.1116
3542,COOL,0.500,14,0.4973,0.3681,0.1115
3552,COOL,0.500,14,0.4973,0.3678,0.1115
3562,COOL,0.500,14,0.4991,0.3681,0.1115
3572,COOL,0.500,14,0.4973,0.3687,0.1117
3582,COOL,0.500,14,0.4985,0.3684,0.1116
3593,COOL,0.500,14,0.4979,0.3681,0.1115
3602,COOL,0.500,14,0.4973,0.3681,0.1115
3612,COOL,0.500,14,0.4979,0.3687,0.1117
3622,COOL,0.500,14,0.4979,0.3678,0.1115
3632,COOL,0.500,14,0.4985,0.3681,0.1115
3642,COOL,0.500,14,0.4991,0.3693,0.1119
3652,COOL,0.500,14,0.4973,0.3678,0.1115
3662,COOL,0.500,14,0.4979,0.3675,0.1114
3672,COOL,0.500,14,0.4979,0.3687,0.1117
3682,COOL,0.500,14,0.4967,0.3687,0.1117
3692,COOL,0.500,14,0.4985,0.3675,0.1114
3702,COOL,0.500,14,0.4979,0.3693,0.1119
3712,COOL,0.500,14,0.4973,0.3684,0.1116
3723,COOL,0.500,14,0.4979,0.3681,0.1115
3732,COOL,0.500,14,0.4973,0.3690,0.1118
3742,COOL,0.500,14,0.4979,0.3678,0.1115
3752,COOL,0.500,14,0.4991,0.3687,0.1117
3763,COOL,0.500,14,0.4985,0.3678,0.1115
3772,COOL,0.500,14,0.4979,0.3684,0.1116
3782,COOL,0.500,14,0.4985,0.3681,0.1115
3792,COOL,0.500,14,0.4979,0.3678,0.1115
3802,COOL,0.500,14,0.4973,0.3687,0.1117
3812,COOL,0.500,14,0.4991,0.3675,0.1114
3822,COOL,0.500,14,0.4979,0.3678,0.1115
3832,COOL,0.500,14,0.4985,0.3693,0.1119
3842,COOL,0.500,14,0.4973,0.3684,0.1116
3852,COOL,0.500,14,0.4985,0.3675,0.1114
3862,COOL,0.500,14,0.4985,0.3693,0.1119
3872,COOL,0.500,14,0.4985,0.3678,0.1115
3882,COOL,0.500,14,0.4973,0.3675,0.1114
3893,COOL,0.500,14,0.4973,0.3696,0.1120
3902,COOL,0.500,14,0.4985,0.3687,0.1117
3912,COOL,0.500,14,0.4967,0.3687,0.1117
3922,COOL,0.500,14,0.4979,0.3690,0.1118
3933,COOL,0.500,14,0.4973,0.3684,0.1116
3942,COOL,0.500,14,0.4973,0.3678,0.1115
3952,COOL,0.500,14,0.4991,0.3678,0.1115
3962,COOL,0.500,14,0.4979,0.3690,0.1118
3972,COOL,0.500,14,0.4973,0.3675,0.1114
3982,COOL,0.500,14,0.4985,0.3681,0.1115
3992,COOL,0.500,14,0.4961,0.3681,0.1115
4002,COOL,0.500,14,0.4979,0.3684,0.1116
4012,COOL,0.500,14,0.4961,0.3684,0.1116
4022,COOL,0.500,14,0.4973,0.3681,0.1115
4032,COOL,0.500,14,0.4985,0.3672,0.1113
4042,COOL,0.500,14,0.4985,0.3690,0.1118
4052,COOL,0.500,14,0.4985,0.3669,0.1112
4063,COOL,0.500,14,0.4991,0.3687,0.1117
4072,COOL,0.500,14,0.4973,0.3684,0.1116
4082,COOL,0.500,14,0.4979,0.3681,0.1115
4092,COOL,0.500,14,0.4979,0.3681,0.1115
4102,COOL,0.500,14,0.4973,0.3678,0.1115
4112,COOL,0.500,14,0.4985,0.3669,0.1112
4122,COOL,0.500,14,0.4973,0.3684,0.1116
4132,COOL,0.500,14,0.4973,0.3681,0.1115
4142,COOL,0.500,14,0.4979,0.3687,0.1117
4152,COOL,0.500,14,0.4985,0.3684,0.1116
4162,COOL,0.500,14,0.4985,0.3693,0.1119
4172,COOL,0.500,14,0.4991,0.3681,0.1115
4182,COOL,0.500,14,0.4979,0.3687,0.1117
4192,COOL,0.500,14,0.4979,0.3672,0.1113
4202,COOL,0.500,14,0.4985,0.3684,0.1116
4212,COOL,0.500,14,0.4985,0.3687,0.1117
4222,COOL,0.500,14,0.4985,0.3678,0.1115
4233,COOL,0.500,14,0.4979,0.3684,0.1116
4242,COOL,0.500,14,0.4973,0.3684,0.1116
4252,COOL,0.500,14,0.4973,0.3690,0.1118
4262,COOL,0.500,14,0.4985,0.3678,0.1115
4272,COOL,0.500,14,0.4985,0.3669,0.1112
4282,COOL,0.500,14,0.4979,0.3675,0.1114
4292,COOL,0.500,14,0.4979,0.3690,0.1118
4302,COOL,0.500,14,0.4979,0.3684,0.1116
4312,COOL,0.500,14,0.4985,0.3678,0.1115
4322,COOL,0.500,14,0.4979,0.3678,0.1115
4332,COOL,0.500,14,0.4967,0.3687,0.1117
4342,COOL,0.500,14,0.4979,0.3684,0.1116
4352,COOL,0.500,14,0.4979,0.3684,0.1116
4363,COOL,0.500,14,0.4985,0.3672,0.1113
4372,COOL,0.500,14,0.4961,0.3678,0.1115
4382,COOL,0.500,14,0.4985,0.3681,0.1115
4392,COOL,0.500,14,0.4955,0.3681,0.1115
4403,COOL,0.500,14,0.4973,0.3678,0.1115
4412,COOL,0.500,14,0.4967,0.3672,0.1113
4422,COOL,0.500,14,0.4979,0.3681,0.1115
4432,COOL,0.500,14,0.4979,0.3666,0.1111
4442,COOL,0.500,14,0.4985,0.3684,0.1116
4452,COOL,0.500,14,0.4979,0.3678,0.1115
4462,COOL,0.500,14,0.4979,0.3663,0.1110
4472,COOL,0.500,14,0.4967,0.3669,0.1112
4482,COOL,0.500,14,0.4991,0.3678,0.1115
4492,COOL,0.500,14,0.4979,0.3669,0.1112
4502,COOL,0.500,14,0.4967,0.3675,0.1114
4512,COOL,0.500,14,0.4991,0.3681,0.1115
4522,COOL,0.500,14,0.4985,0.3678,0.1115
4533,COOL,0.500,14,0.4998,0.3678,0.1115
4542,COOL,0.500,14,0.4967,0.3684,0.1116
4552,COOL,0.500,14,0.4979,0.3675,0.1114
4562,COOL,0.500,14,0.4979,0.3678,0.1115
4573,COOL,0.500,14,0.4985,0.3690,0.1118
4582,COOL,0.500,14,0.4973,0.3669,0.1112
4592,COOL,0.500,14,0.4979,0.3681,0.1115
4602,COOL,0.500,14,0.4979,0.3678,0.1115
4612,COOL,0.500,14,0.4979,0.3666,0.1111
4622,COOL,0.500,14,0.4985,0.3678,0.1115
4632,COOL,0.500,14,0.4985,0.3681,0.1115
4642,COOL,0.500,14,0.4973,0.3678,0.1115
4652,COOL,0.500,14,0.4979,0.3669,0.1112
4662,COOL,0.500,14,0.4985,0.3681,0.1115
4672,COOL,0.500,14,0.4979,0.3669,0.1112
4682,COOL,0.500,14,0.4979,0.3663,0.1110
4692,COOL,0.500,14,0.4991,0.3681,0.1115
4703,COOL,0.500,14,0.4973,0.3678,0.1115
4712,COOL,0.500,14,0.4967,0.3684,0.1116
4722,COOL,0.500,14,0.4979,0.3672,0.1113
4732,COOL,0.500,14,0.4985,0.3687,0.1117
4742,COOL,0.500,14,0.4979,0.3666,0.1111
4752,COOL,0.500,14,0.4985,0.3675,0.1114
4762,COOL,0.500,14,0.4985,0.3675,0.1114
4772,COOL,0.500,14,0.4985,0.3678,0.1115
4782,COOL,0.500,14,0.4991,0.3681,0.1115
4792,COOL,0.500,14,0.4985,0.3678,0.1115
4802,COOL,0.500,14,0.4967,0.3678,0.1115
4812,COOL,0.500,14,0.4985,0.3672,0.1113
4822,COOL,0.500,14,0.4979,0.3684,0.1116
4832,COOL,0.500,14,0.4985,0.3672,0.1113
4842,COOL,0.500,14,0.4979,0.3678,0.1115
4852,COOL,0.500,14,0.4985,0.3672,0.1113
4862,COOL,0.500,14,0.4985,0.3669,0.1112
4873,COOL,0.500,14,0.4967,0.3675,0.1114
4882,COOL,0.500,14,0.4979,0.3675,0.1114
4892,COOL,0.500,14,0.4973,0.3681,0.1115
4902,COOL,0.500,14,0.4973,0.3678,0.1115
4912,COOL,0.500,14,0.4985,0.3675,0.1114
4922,COOL,0.500,14,0.4973,0.3675,0.1114
4932,COOL,0.500,14,0.4979,0.3672,0.1113
4942,COOL,0.500,14,0.4985,0.3678,0.1115
4952,COOL,0.500,14,0.4985,0.3684,0.1116
4962,COOL,0.500,14,0.4985,0.3678,0.1115
