# BEGIN cycle heat=3.500V/100ms cool=0.500V/3000ms x10
t_ms,phase,target_v,wiper,vldo_v,isns_v,current_a
4972,COOL,0.500,14,0.4979,0.3663,0.1110
4982,COOL,0.500,14,0.4985,0.3684,0.1116
4992,COOL,0.500,14,0.4979,0.3675,0.1114
5003,COOL,0.500,14,0.4985,0.3681,0.1115
5012,COOL,0.500,14,0.4985,0.3675,0.1114
5022,COOL,0.500,14,0.4973,0.3672,0.1113
5032,COOL,0.500,14,0.4985,0.3684,0.1116
5043,COOL,0.500,14,0.4985,0.3681,0.1115
5052,COOL,0.500,14,0.4973,0.3684,0.1116
5062,COOL,0.500,14,0.4973,0.3672,0.1113
5072,COOL,0.500,14,0.4985,0.3675,0.1114
5082,COOL,0.500,14,0.4979,0.3681,0.1115
5092,COOL,0.500,14,0.4979,0.3678,0.1115
5102,COOL,0.500,14,0.4985,0.3666,0.1111
5112,COOL,0.500,14,0.4985,0.3678,0.1115
5122,COOL,0.500,14,0.4979,0.3678,0.1115
5132,COOL,0.500,14,0.4967,0.3675,0.1114
5142,COOL,0.500,14,0.4979,0.3672,0.1113
5152,COOL,0.500,14,0.4979,0.3678,0.1115
5162,COOL,0.500,14,0.4979,0.3681,0.1115
5173,COOL,0.500,14,0.4985,0.3672,0.1113
5182,COOL,0.500,14,0.4979,0.3672,0.1113
5192,COOL,0.500,14,0.4973,0.3678,0.1115
5202,COOL,0.500,14,0.4979,0.3669,0.1112
5213,COOL,0.500,14,0.4979,0.3678,0.1115
5222,COOL,0.500,14,0.4979,0.3672,0.1113
5232,COOL,0.500,14,0.4985,0.3669,0.1112
5242,COOL,0.500,14,0.4991,0.3672,0.1113
5252,COOL,0.500,14,0.4979,0.3675,0.1114
5262,COOL,0.500,14,0.4979,0.3678,0.1115
5272,COOL,0.500,14,0.4973,0.3666,0.1111
5282,COOL,0.500,14,0.4973,0.3681,0.1115
5292,COOL,0.500,14,0.4985,0.3687,0.1117
5302,COOL,0.500,14,0.4961,0.3669,0.1112
5312,COOL,0.500,14,0.4973,0.3675,0.1114
5322,COOL,0.500,14,0.4991,0.3681,0.1115
5332,COOL,0.500,14,0.4973,0.3666,0.1111
5343,COOL,0.500,14,0.4991,0.3663,0.1110
5352,COOL,0.500,14,0.4973,0.3672,0.1113
5362,COOL,0.500,14,0.4967,0.3675,0.1114
5372,COOL,0.500,14,0.4973,0.3663,0.1110
5382,COOL,0.500,14,0.4979,0.3678,0.1115
5392,COOL,0.500,14,0.4967,0.3672,0.1113
5402,COOL,0.500,14,0.4967,0.3663,0.1110
5412,COOL,0.500,14,0.4973,0.3675,0.1114
5422,COOL,0.500,14,0.4979,0.3678,0.1115
5432,COOL,0.500,14,0.4973,0.3669,0.1112
5442,COOL,0.500,14,0.4979,0.3666,0.1111
5452,COOL,0.500,14,0.4973,0.3669,0.1112
5462,COOL,0.500,14,0.4955,0.3678,0.1115
5472,COOL,0.500,14,0.4967,0.3675,0.1114
5482,COOL,0.500,14,0.4973,0.3666,0.1111
5492,COOL,0.500,14,0.4967,0.3666,0.1111
5502,COOL,0.500,14,0.4967,0.3669,0.1112
5513,COOL,0.500,14,0.4961,0.3675,0.1114
5522,COOL,0.500,14,0.4979,0.3684,0.1116
5532,COOL,0.500,14,0.4967,0.3681,0.1115
5542,COOL,0.500,14,0.4967,0.3666,0.1111
5552,COOL,0.500,14,0.4973,0.3663,0.1110
5562,COOL,0.500,14,0.4979,0.3678,0.1115
5572,COOL,0.500,14,0.4979,0.3681,0.1115
5582,COOL,0.500,14,0.4979,0.3675,0.1114
5592,COOL,0.500,14,0.4979,0.3675,0.1114
5602,COOL,0.500,14,0.4979,0.3669,0.1112
5612,COOL,0.500,14,0.4979,0.3669,0.1112
5622,COOL,0.500,14,0.4979,0.3678,0.1115
5632,COOL,0.500,14,0.4973,0.3675,0.1114
5643,COOL,0.500,14,0.4973,0.3672,0.1113
5652,COOL,0.500,14,0.4973,0.3681,0.1115
5662,COOL,0.500,14,0.4979,0.3687,0.1117
5672,COOL,0.500,14,0.4973,0.3672,0.1113
5683,COOL,0.500,14,0.4967,0.3675,0.1114
5692,COOL,0.500,14,0.4985,0.3672,0.1113
5702,COOL,0.500,14,0.4985,0.3675,0.1114
5712,COOL,0.500,14,0.4973,0.3684,0.1116
5722,COOL,0.500,14,0.4979,0.3675,0.1114
5732,COOL,0.500,14,0.4979,0.3675,0.1114
5742,COOL,0.500,14,0.4985,0.3672,0.1113
5752,COOL,0.500,14,0.4979,0.3669,0.1112
5762,COOL,0.500,14,0.4985,0.3684,0.1116
5772,COOL,0.500,14,0.4973,0.3672,0.1113
5782,COOL,0.500,14,0.4979,0.3678,0.1115
5792,COOL,0.500,14,0.4973,0.3678,0.1115
5802,COOL,0.500,14,0.4985,0.3687,0.1117
5813,COOL,0.500,14,0.4979,0.3672,0.1113
5822,COOL,0.500,14,0.4973,0.3669,0.1112
5832,COOL,0.500,14,0.4985,0.3675,0.1114
5842,COOL,0.500,14,0.4973,0.3678,0.1115
5853,COOL,0.500,14,0.4979,0.3678,0.1115
5862,COOL,0.500,14,0.4967,0.3666,0.1111
5872,COOL,0.500,14,0.4973,0.3678,0.1115
5882,COOL,0.500,14,0.4985,0.3675,0.1114
5892,COOL,0.500,14,0.4979,0.3666,0.1111
5902,COOL,0.500,14,0.4979,0.3675,0.1114
5912,COOL,0.500,14,0.4973,0.3678,0.1115
5922,COOL,0.500,14,0.4967,0.3666,0.1111
5932,COOL,0.500,14,0.4979,0.3678,0.1115
5942,COOL,0.500,14,0.4979,0.3675,0.1114
5952,COOL,0.500,14,0.4979,0.3684,0.1116
5962,COOL,0.500,14,0.4961,0.3672,0.1113
5972,COOL,0.500,14,0.4973,0.3666,0.1111
5983,COOL,0.500,14,0.4979,0.3690,0.1118
5992,COOL,0.500,14,0.4979,0.3690,0.1118
6002,COOL,0.500,14,0.4985,0.3681,0.1115
6012,COOL,0.500,14,0.4967,0.3672,0.1113
6022,COOL,0.500,14,0.4973,0.3672,0.1113
6032,COOL,0.500,14,0.4991,0.3678,0.1115
6042,COOL,0.500,14,0.4973,0.3669,0.1112
6052,COOL,0.500,14,0.4973,0.3669,0.1112
6062,COOL,0.500,14,0.4979,0.3684,0.1116
6072,COOL,0.500,14,0.4967,0.3684,0.1116
6082,COOL,0.500,14,0.4967,0.3678,0.1115
6092,COOL,0.500,14,0.4991,0.3672,0.1113
6102,COOL,0.500,14,0.4979,0.3672,0.1113
6112,COOL,0.500,14,0.4985,0.3687,0.1117
6122,COOL,0.500,14,0.4967,0.3666,0.1111
6132,COOL,0.500,14,0.4979,0.3672,0.1113
6142,COOL,0.500,14,0.4979,0.3672,0.1113
6153,COOL,0.500,14,0.4979,0.3669,0.1112
6162,COOL,0.500,14,0.4985,0.3666,0.1111
6172,COOL,0.500,14,0.4973,0.3678,0.1115
6182,COOL,0.500,14,0.4979,0.3666,0.1111
6192,COOL,0.500,14,0.4985,0.3666,0.1111
6202,COOL,0.500,14,0.4973,0.3672,0.1113
6212,COOL,0.500,14,0.4979,0.3684,0.1116
6223,HEAT,3.500,96,3.4958,2.5593,0.7755
6232,HEAT,3.500,96,3.4983,2.5574,0.7750
6242,HEAT,3.500,96,3.4977,2.5599,0.7757
6252,HEAT,3.500,96,3.4971,2.5605,0.7759
6262,HEAT,3.500,96,3.4965,2.5617,0.7763
6272,HEAT,3.500,96,3.4965,2.5617,0.7763
6283,HEAT,3.500,96,3.4971,2.5623,0.7765
6292,HEAT,3.500,96,3.4952,2.5635,0.7768
6302,HEAT,3.500,96,3.4965,2.5660,0.7776
6312,HEAT,3.500,96,3.4958,2.5669,0.7778
6323,HEAT,3.500,96,3.4952,2.5687,0.7784
6330,COOL,0.500,14,0.5437,0.3681,0.1115
6339,COOL,0.500,14,0.4967,0.3696,0.1120
6349,COOL,0.500,14,0.4973,0.3684,0.1116
6359,COOL,0.500,14,0.4985,0.3693,0.1119
6369,COOL,0.500,14,0.4943,0.3681,0.1115
6379,COOL,0.500,14,0.4979,0.3684,0.1116
6389,COOL,0.500,14,0.4991,0.3696,0.1120
6399,COOL,0.500,14,0.4979,0.3675,0.1114
6410,COOL,0.500,14,0.4979,0.3690,0.1118
6419,COOL,0.500,14,0.4985,0.3690,0.1118
6429,COOL,0.500,14,0.4973,0.3678,0.1115
6439,COOL,0.500,14,0.4985,0.3702,0.1122
6450,COOL,0.500,14,0.4985,0.3690,0.1118
6459,COOL,0.500,14,0.4967,0.3681,0.1115
6469,COOL,0.500,14,0.4973,0.3690,0.1118
6479,COOL,0.500,14,0.4985,0.3687,0.1117
6489,COOL,0.500,14,0.4967,0.3684,0.1116
6499,COOL,0.500,14,0.4979,0.3678,0.1115
6509,COOL,0.500,14,0.4979,0.3690,0.1118
6519,COOL,0.500,14,0.4985,0.3684,0.1116
6529,COOL,0.500,14,0.4973,0.3690,0.1118
6539,COOL,0.500,14,0.4967,0.3684,0.1116
6549,COOL,0.500,14,0.4973,0.3693,0.1119
6559,COOL,0.500,14,0.4985,0.3672,0.1113
6569,COOL,0.500,14,0.4973,0.3684,0.1116
6580,COOL,0.500,14,0.4985,0.3690,0.1118
6589,COOL,0.500,14,0.4961,0.3672,0.1113
6599,COOL,0.500,14,0.4979,0.3681,0.1115
6609,COOL,0.500,14,0.4985,0.3696,0.1120
6619,COOL,0.500,14,0.4979,0.3681,0.1115
6629,COOL,0.500,14,0.4967,0.3669,0.1112
6639,COOL,0.500,14,0.4991,0.3687,0.1117
6649,COOL,0.500,14,0.4985,0.3687,0.1117
6659,COOL,0.500,14,0.4985,0.3675,0.1114
6669,COOL,0.500,14,0.4973,0.3684,0.1116
6679,COOL,0.500,14,0.4979,0.3693,0.1119
6689,COOL,0.500,14,0.4955,0.3681,0.1115
6699,COOL,0.500,14,0.4991,0.3681,0.1115
6709,COOL,0.500,14,0.4979,0.3684,0.1116
6719,COOL,0.500,14,0.4967,0.3684,0.1116
6729,COOL,0.500,14,0.4979,0.3678,0.1115
6739,COOL,0.500,14,0.4973,0.3684,0.1116
6750,COOL,0.500,14,0.4979,0.3672,0.1113
6759,COOL,0.500,14,0.4967,0.3675,0.1114
6769,COOL,0.500,14,0.4979,0.3681,0.1115
6779,COOL,0.500,14,0.4985,0.3687,0.1117
6789,COOL,0.500,14,0.4961,0.3684,0.1116
6799,COOL,0.500,14,0.4973,0.3675,0.1114
6809,COOL,0.500,14,0.4973,0.3675,0.1114
6819,COOL,0.500,14,0.4961,0.3681,0.1115
6829,COOL,0.500,14,0.4967,0.3675,0.1114
6839,COOL,0.500,14,0.4973,0.3678,0.1115
6849,COOL,0.500,14,0.4985,0.3684,0.1116
6859,COOL,0.500,14,0.4979,0.3687,0.1117
6869,COOL,0.500,14,0.4961,0.3672,0.1113
6880,COOL,0.500,14,0.4979,0.3699,0.1121
6889,COOL,0.500,14,0.4985,0.3687,0.1117
6899,COOL,0.500,14,0.4979,0.3687,0.1117
6909,COOL,0.500,14,0.4973,0.3681,0.1115
6920,COOL,0.500,14,0.4985,0.3687,0.1117
6929,COOL,0.500,14,0.4985,0.3690,0.1118
6939,COOL,0.500,14,0.4967,0.3681,0.1115
6949,COOL,0.500,14,0.4979,0.3687,0.1117
6959,COOL,0.500,14,0.4985,0.3687,0.1117
6969,COOL,0.500,14,0.4979,0.3675,0.1114
6979,COOL,0.500,14,0.4973,0.3681,0.1115
6989,COOL,0.500,14,0.4979,0.3681,0.1115
6999,COOL,0.500,14,0.4979,0.3690,0.1118
7009,COOL,0.500,14,0.4979,0.3678,0.1115
7019,COOL,0.500,14,0.4979,0.3681,0.1115
7029,COOL,0.500,14,0.4991,0.3693,0.1119
7039,COOL,0.500,14,0.4973,0.3690,0.1118
7050,COOL,0.500,14,0.4967,0.3690,0.1118
7059,COOL,0.500,14,0.4973,0.3687,0.1117
7069,COOL,0.500,14,0.4985,0.3684,0.1116
7079,COOL,0.500,14,0.4979,0.3675,0.1114
7090,COOL,0.500,14,0.4985,0.3684,0.1116
7099,COOL,0.500,14,0.4985,0.3681,0.1115
7109,COOL,0.500,14,0.4979,0.3675,0.1114
7119,COOL,0.500,14,0.4973,0.3672,0.1113
7129,COOL,0.500,14,0.4985,0.3684,0.1116
7139,COOL,0.500,14,0.4979,0.3681,0.1115
7149,COOL,0.500,14,0.4985,0.3693,0.1119
7159,COOL,0.500,14,0.4973,0.3669,0.1112
7169,COOL,0.500,14,0.4985,0.3675,0.1114
7179,COOL,0.500,14,0.4967,0.3681,0.1115
7189,COOL,0.500,14,0.4961,0.3672,0.1113
7199,COOL,0.500,14,0.4961,0.3675,0.1114
7209,COOL,0.500,14,0.4961,0.3672,0.1113
7220,COOL,0.500,14,0.4961,0.3678,0.1115
7229,COOL,0.500,14,0.4973,0.3684,0.1116
7239,COOL,0.500,14,0.4979,0.3678,0.1115
7249,COOL,0.500,14,0.4973,0.3669,0.1112
7259,COOL,0.500,14,0.4985,0.3678,0.1115
7269,COOL,0.500,14,0.4985,0.3681,0.1115
7279,COOL,0.500,14,0.4985,0.3681,0.1115
7289,COOL,0.500,14,0.4985,0.3678,0.1115
7299,COOL,0.500,14,0.4985,0.3690,0.1118
7309,COOL,0.500,14,0.4985,0.3678,0.1115
7319,COOL,0.500,14,0.4979,0.3672,0.1113
7329,COOL,0.500,14,0.4979,0.3672,0.1113
7339,COOL,0.500,14,0.4979,0.3678,0.1115
7349,COOL,0.500,14,0.4973,0.3678,0.1115
7359,COOL,0.500,14,0.4979,0.3666,0.1111
7369,COOL,0.500,14,0.4961,0.3675,0.1114
7379,COOL,0.500,14,0.4985,0.3681,0.1115
7390,COOL,0.500,14,0.4967,0.3672,0.1113
7399,COOL,0.500,14,0.4973,0.3681,0.1115
7409,COOL,0.500,14,0.4979,0.3678,0.1115
7419,COOL,0.500,14,0.4967,0.3675,0.1114
7429,COOL,0.500,14,0.4973,0.3684,0.1116
7439,COOL,0.500,14,0.4967,0.3684,0.1116
7449,COOL,0.500,14,0.4979,0.3669,0.1112
7459,COOL,0.500,14,0.4991,0.3675,0.1114
7469,COOL,0.500,14,0.4973,0.3687,0.1117
7479,COOL,0.500,14,0.4991,0.3684,0.1116
7489,COOL,0.500,14,0.4979,0.3675,0.1114
7499,COOL,0.500,14,0.4979,0.3678,0.1115
7509,COOL,0.500,14,0.4985,0.3684,0.1116
7520,COOL,0.500,14,0.4985,0.3675,0.1114
7529,COOL,0.500,14,0.4973,0.3669,0.1112
7539,COOL,0.500,14,0.4961,0.3672,0.1113
7549,COOL,0.500,14,0.4979,0.3681,0.1115
7560,COOL,0.500,14,0.4961,0.3669,0.1112
7569,COOL,0.500,14,0.4985,0.3690,0.1118
7579,COOL,0.500,14,0.4979,0.3675,0.1114
7589,COOL,0.500,14,0.4967,0.3672,0.1113
7599,COOL,0.500,14,0.4979,0.3687,0.1117
7609,COOL,0.500,14,0.4973,0.3687,0.1117
7619,COOL,0.500,14,0.4979,0.3669,0.1112
7629,COOL,0.500,14,0.4985,0.3669,0.1112
7639,COOL,0.500,14,0.4967,0.3678,0.1115
7649,COOL,0.500,14,0.4985,0.3678,0.1115
7659,COOL,0.500,14,0.4961,0.3672,0.1113
7669,COOL,0.500,14,0.4967,0.3666,0.1111
7679,COOL,0.500,14,0.4985,0.3666,0.1111
7690,COOL,0.500,14,0.4985,0.3678,0.1115
7699,COOL,0.500,14,0.4979,0.3678,0.1115
7709,COOL,0.500,14,0.4979,0.3684,0.1116
7719,COOL,0.500,14,0.4979,0.3681,0.1115
7730,COOL,0.500,14,0.4985,0.3681,0.1115
7739,COOL,0.500,14,0.4991,0.3696,0.1120
7749,COOL,0.500,14,0.4973,0.3675,0.1114
7759,COOL,0.500,14,0.4967,0.3672,0.1113
7769,COOL,0.500,14,0.4985,0.3684,0.1116
7779,COOL,0.500,14,0.4985,0.3675,0.1114
7789,COOL,0.500,14,0.4979,0.3678,0.1115
7799,COOL,0.500,14,0.4973,0.3687,0.1117
7809,COOL,0.500,14,0.4985,0.3672,0.1113
7819,COOL,0.500,14,0.4979,0.3684,0.1116
7829,COOL,0.500,14,0.4985,0.3669,0.1112
7839,COOL,0.500,14,0.4985,0.3681,0.1115
7849,COOL,0.500,14,0.4961,0.3666,0.1111
7860,COOL,0.500,14,0.4973,0.3672,0.1113
7869,COOL,0.500,14,0.4991,0.3678,0.1115
7879,COOL,0.500,14,0.4985,0.3678,0.1115
7889,COOL,0.500,14,0.4961,0.3681,0.1115
7899,COOL,0.500,14,0.4979,0.3681,0.1115
7909,COOL,0.500,14,0.4961,0.3675,0.1114
7919,COOL,0.500,14,0.4985,0.3684,0.1116
7929,COOL,0.500,14,0.4979,0.3669,0.1112
7939,COOL,0.500,14,0.4973,0.3669,0.1112
7949,COOL,0.500,14,0.4973,0.3666,0.1111
7959,COOL,0.500,14,0.4979,0.3687,0.1117
7969,COOL,0.500,14,0.4973,0.3678,0.1115
7979,COOL,0.500,14,0.4967,0.3681,0.1115
7989,COOL,0.500,14,0.4985,0.3678,0.1115
7999,COOL,0.500,14,0.4973,0.3675,0.1114
8009,COOL,0.500,14,0.4985,0.3687,0.1117
8019,COOL,0.500,14,0.4979,0.3681,0.1115
8030,COOL,0.500,14,0.4985,0.3684,0.1116
8039,COOL,0.500,14,0.4967,0.3672,0.1113
8049,COOL,0.500,14,0.4979,0.3672,0.1113
8059,COOL,0.500,14,0.4967,0.3672,0.1113
8069,COOL,0.500,14,0.4979,0.3672,0.1113
8079,COOL,0.500,14,0.4967,0.3684,0.1116
8089,COOL,0.500,14,0.4967,0.3669,0.1112
8099,COOL,0.500,14,0.4961,0.3675,0.1114
8109,COOL,0.500,14,0.4979,0.3687,0.1117
8119,COOL,0.500,14,0.4979,0.3678,0.1115
8129,COOL,0.500,14,0.4973,0.3678,0.1115
8139,COOL,0.500,14,0.4973,0.3675,0.1114
8149,COOL,0.500,14,0.4979,0.3678,0.1115
8160,COOL,0.500,14,0.4979,0.3678,0.1115
8169,COOL,0.500,14,0.4979,0.3669,0.1112
8179,COOL,0.500,14,0.4967,0.3678,0.1115
8189,COOL,0.500,14,0.4943,0.3678,0.1115
8200,COOL,0.500,14,0.4973,0.3672,0.1113
8209,COOL,0.500,14,0.4985,0.3672,0.1113
8219,COOL,0.500,14,0.4985,0.3681,0.1115
8229,COOL,0.500,14,0.4973,0.3681,0.1115
8239,COOL,0.500,14,0.4979,0.3666,0.1111
8249,COOL,0.500,14,0.4979,0.3666,0.1111
8259,COOL,0.500,14,0.4967,0.3675,0.1114
8269,COOL,0.500,14,0.4985,0.3669,0.1112
8279,COOL,0.500,14,0.4985,0.3687,0.1117
8289,COOL,0.500,14,0.4973,0.3669,0.1112
8299,COOL,0.500,14,0.4973,0.3669,0.1112
8309,COOL,0.500,14,0.4955,0.3669,0.1112
8319,COOL,0.500,14,0.4985,0.3681,0.1115
8330,COOL,0.500,14,0.4979,0.3672,0.1113
8339,COOL,0.500,14,0.4985,0.3681,0.1115
8349,COOL,0.500,14,0.4973,0.3675,0.1114
8359,COOL,0.500,14,0.4991,0.3672,0.1113
8370,COOL,0.500,14,0.4985,0.3672,0.1113
8379,COOL,0.500,14,0.4973,0.3678,0.1115
8389,COOL,0.500,14,0.4961,0.3669,0.1112
8399,COOL,0.500,14,0.4979,0.3675,0.1114
8409,COOL,0.500,14,0.4979,0.3672,0.1113
8419,COOL,0.500,14,0.4973,0.3672,0.1113
8429,COOL,0.500,14,0.4973,0.3678,0.1115
8439,COOL,0.500,14,0.4979,0.3666,0.1111
8449,COOL,0.500,14,0.4961,0.3681,0.1115
8459,COOL,0.500,14,0.4979,0.3669,0.1112
8469,COOL,0.500,14,0.4973,0.3672,0.1113
8479,COOL,0.500,14,0.4973,0.3681,0.1115
8489,COOL,0.500,14,0.4973,0.3672,0.1113
8500,COOL,0.500,14,0.4961,0.3666,0.1111
8509,COOL,0.500,14,0.4961,0.3675,0.1114
8519,COOL,0.500,14,0.4967,0.3675,0.1114
8529,COOL,0.500,14,0.4967,0.3669,0.1112
8539,COOL,0.500,14,0.4967,0.3669,0.1112
8549,COOL,0.500,14,0.4973,0.3675,0.1114
8559,COOL,0.500,14,0.4973,0.3669,0.1112
8569,COOL,0.500,14,0.4985,0.3681,0.1115
8579,COOL,0.500,14,0.4985,0.3678,0.1115
8589,COOL,0.500,14,0.4998,0.3678,0.1115
8599,COOL,0.500,14,0.4961,0.3678,0.1115
8609,COOL,0.500,14,0.4967,0.3666,0.1111
8619,COOL,0.500,14,0.4955,0.3675,0.1114
8629,COOL,0.500,14,0.4979,0.3678,0.1115
8639,COOL,0.500,14,0.4973,0.3675,0.1114
8649,COOL,0.500,14,0.4973,0.3684,0.1116
8659,COOL,0.500,14,0.4985,0.3681,0.1115
8670,COOL,0.500,14,0.4979,0.3669,0.1112
8679,COOL,0.500,14,0.4985,0.3660,0.1109
8689,COOL,0.500,14,0.4991,0.3675,0.1114
8699,COOL,0.500,14,0.4979,0.3681,0.1115
8709,COOL,0.500,14,0.4979,0.3678,0.1115
8719,COOL,0.500,14,0.4973,0.3675,0.1114
8729,COOL,0.500,14,0.4967,0.3684,0.1116
8739,COOL,0.500,14,0.4967,0.3672,0.1113
8749,COOL,0.500,14,0.4991,0.3678,0.1115
8759,COOL,0.500,14,0.4985,0.3675,0.1114
8769,COOL,0.500,14,0.4979,0.3675,0.1114
8779,COOL,0.500,14,0.4973,0.3678,0.1115
8789,COOL,0.500,14,0.4979,0.3669,0.1112
8800,COOL,0.500,14,0.4979,0.3669,0.1112
8809,COOL,0.500,14,0.4985,0.3675,0.1114
8819,COOL,0.500,14,0.4979,0.3681,0.1115
8829,COOL,0.500,14,0.4967,0.3672,0.1113
8840,COOL,0.500,14,0.4979,0.3663,0.1110
8849,COOL,0.500,14,0.4985,0.3672,0.1113
8859,COOL,0.500,14,0.4985,0.3666,0.1111
8869,COOL,0.500,14,0.4979,0.3678,0.1115
8879,COOL,0.500,14,0.4985,0.3675,0.1114
8889,COOL,0.500,14,0.4973,0.3678,0.1115
8899,COOL,0.500,14,0.4955,0.3675,0.1114
8909,COOL,0.500,14,0.4973,0.3675,0.1114
8919,COOL,0.500,14,0.4979,0.3669,0.1112
8929,COOL,0.500,14,0.4991,0.3675,0.1114
8939,COOL,0.500,14,0.4985,0.3681,0.1115
8949,COOL,0.500,14,0.4979,0.3666,0.1111
8959,COOL,0.500,14,0.4979,0.3666,0.1111
8970,COOL,0.500,14,0.4985,0.3675,0.1114
8979,COOL,0.500,14,0.4973,0.3678,0.1115
8989,COOL,0.500,14,0.4985,0.3678,0.1115
8999,COOL,0.500,14,0.4967,0.3675,0.1114
9010,COOL,0.500,14,0.4979,0.3681,0.1115
9019,COOL,0.500,14,0.4967,0.3669,0.1112
9029,COOL,0.500,14,0.4979,0.3678,0.1115
9039,COOL,0.500,14,0.4973,0.3675,0.1114
9049,COOL,0.500,14,0.4973,0.3681,0.1115
9059,COOL,0.500,14,0.4967,0.3663,0.1110
9069,COOL,0.500,14,0.4979,0.3675,0.1114
9079,COOL,0.500,14,0.4979,0.3672,0.1113
9089,COOL,0.500,14,0.4967,0.3672,0.1113
9099,COOL,0.500,14,0.4967,0.3675,0.1114
9109,COOL,0.500,14,0.4979,0.3675,0.1114
9119,COOL,0.500,14,0.4955,0.3672,0.1113
9129,COOL,0.500,14,0.4973,0.3672,0.1113
9140,COOL,0.500,14,0.4979,0.3681,0.1115
9149,COOL,0.500,14,0.4985,0.3675,0.1114
9159,COOL,0.500,14,0.4979,0.3672,0.1113
9169,COOL,0.500,14,0.4961,0.3675,0.1114
9179,COOL,0.500,14,0.4967,0.3666,0.1111
9189,COOL,0.500,14,0.4973,0.3675,0.1114
9199,COOL,0.500,14,0.4979,0.3675,0.1114
9209,COOL,0.500,14,0.4973,0.3675,0.1114
9219,COOL,0.500,14,0.4979,0.3681,0.1115
9229,COOL,0.500,14,0.4961,0.3675,0.1114
9239,COOL,0.500,14,0.4973,0.3666,0.1111
9249,COOL,0.500,14,0.4991,0.3675,0.1114
9259,COOL,0.500,14,0.4979,0.3672,0.1113
9269,COOL,0.500,14,0.4961,0.3666,0.1111
9279,COOL,0.500,14,0.4961,0.3672,0.1113
9289,COOL,0.500,14,0.4967,0.3678,0.1115
9299,COOL,0.500,14,0.4973,0.3669,0.1112
9310,COOL,0.500,14,0.4979,0.3672,0.1113
9319,COOL,0.500,14,0.4985,0.3678,0.1115
9330,HEAT,3.500,96,3.4928,2.5593,0.7755
9339,HEAT,3.500,96,3.4958,2.5587,0.7753
9349,HEAT,3.500,96,3.4952,2.5583,0.7753
9359,HEAT,3.500,96,3.4952,2.5593,0.7755
9369,HEAT,3.500,96,3.4934,2.5608,0.7760
9379,HEAT,3.500,96,3.4952,2.5605,0.7759
9389,HEAT,3.500,96,3.4958,2.5638,0.7769
9399,HEAT,3.500,96,3.4903,2.5663,0.7777
9409,HEAT,3.500,96,3.4940,2.5654,0.7774
9419,HEAT,3.500,96,3.4958,2.5696,0.7787
9429,HEAT,3.500,96,3.4940,2.5733,0.7798
9437,COOL,0.500,14,0.5413,0.3699,0.1121
9445,COOL,0.500,14,0.4973,0.3696,0.1120
9455,COOL,0.500,14,0.4985,0.3699,0.1121
9465,COOL,0.500,14,0.4961,0.3696,0.1120
9475,COOL,0.500,14,0.4985,0.3696,0.1120
9485,COOL,0.500,14,0.4979,0.3699,0.1121
9495,COOL,0.500,14,0.4955,0.3687,0.1117
9505,COOL,0.500,14,0.4973,0.3690,0.1118
9515,COOL,0.500,14,0.4979,0.3702,0.1122
9525,COOL,0.500,14,0.4961,0.3705,0.1123
9535,COOL,0.500,14,0.4973,0.3693,0.1119
9545,COOL,0.500,14,0.4961,0.3699,0.1121
9555,COOL,0.500,14,0.4979,0.3699,0.1121
9566,COOL,0.500,14,0.4967,0.3699,0.1121
9575,COOL,0.500,14,0.4979,0.3684,0.1116
9585,COOL,0.500,14,0.4967,0.3699,0.1121
9595,COOL,0.500,14,0.4973,0.3702,0.1122
9605,COOL,0.500,14,0.4973,0.3708,0.1124
9615,COOL,0.500,14,0.4967,0.3708,0.1124
9625,COOL,0.500,14,0.4985,0.3693,0.1119
9635,COOL,0.500,14,0.4985,0.3702,0.1122
9645,COOL,0.500,14,0.4985,0.3699,0.1121
9655,COOL,0.500,14,0.4967,0.3696,0.1120
9665,COOL,0.500,14,0.4967,0.3693,0.1119
9675,COOL,0.500,14,0.4973,0.3696,0.1120
9685,COOL,0.500,14,0.4979,0.3687,0.1117
9696,COOL,0.500,14,0.4979,0.3684,0.1116
9705,COOL,0.500,14,0.4967,0.3693,0.1119
9715,COOL,0.500,14,0.4973,0.3690,0.1118
9725,COOL,0.500,14,0.4967,0.3690,0.1118
9736,COOL,0.500,14,0.4961,0.3693,0.1119
9745,COOL,0.500,14,0.4961,0.3696,0.1120
9755,COOL,0.500,14,0.4967,0.3687,0.1117
9765,COOL,0.500,14,0.4979,0.3699,0.1121
9775,COOL,0.500,14,0.4967,0.3693,0.1119
9785,COOL,0.500,14,0.4991,0.3702,0.1122
9795,COOL,0.500,14,0.4985,0.3699,0.1121
9805,COOL,0.500,14,0.4979,0.3690,0.1118
9815,COOL,0.500,14,0.4979,0.3687,0.1117
9825,COOL,0.500,14,0.4961,0.3690,0.1118
9835,COOL,0.500,14,0.4979,0.3693,0.1119
9845,COOL,0.500,14,0.4979,0.3705,0.1123
9855,COOL,0.500,14,0.4979,0.3696,0.1120
9866,COOL,0.500,14,0.4955,0.3696,0.1120
9875,COOL,0.500,14,0.4961,0.3690,0.1118
9885,COOL,0.500,14,0.4961,0.3687,0.1117
9895,COOL,0.500,14,0.4985,0.3690,0.1118
9906,COOL,0.500,14,0.4973,0.3696,0.1120
9915,COOL,0.500,14,0.4979,0.3690,0.1118
